Country,1977-1984,1985-1992,1993-2000,2001-2008,2009-2016,2017-2023
"Moldova, Republic of",,,623603857.14,787150000.0,1537932163.98,2513250000.0
Bosnia and Herzegovina,,,875135930.76,2170669417.92,3992662955.2,6882122751.76
Nauru,,,,30465533.25,40160313.75,15606403.58
Bangladesh,711138610.45,1376382085.96,4382231497.91,9323705594.24,26015412612.19,41620124864.97
Senegal,568804103.57,764314398.32,918896835.4,1493446417.04,2650365023.88,4251779486.61
French Polynesia,,,,187914420.05,150109994.15,
kos,,,,127544638.75,369561752.62,666708664.04
Vanuatu,20379869.02,14590694.68,27870764.26,32037893.39,52120648.03,57289286.73
Tonga,6400782.86,8867239.37,13892447.69,14143666.8,16188549.96,16686968.65
Central African Republic,120519475.47,132900187.94,139173040.14,,,
nld_curacao,,,,,611874301.68,429513933.61
Faroe Islands,,,463683333.33,639669646.12,868930277.2,
Suriname,,,,1372125000.0,2063080362.84,2220442299.23
Madagascar,364010121.02,315696515.07,406144310.86,785754563.3,1676752680.84,2775884988.84
Montenegro,,,,635750849.8,467153380.78,591473326.67
Gabon,1940941791.54,1763678269.63,2687747973.6,4829290468.22,8275490146.45,
Portugal,3986739256.65,12175350331.95,22533006487.72,39281130068.73,55236076595.79,69318019638.98
Japan,,,404409801446.75,545924775003.53,687768973019.25,709415693175.69
Bahrain,2983557000.85,2938464095.74,4295977661.8,9868982712.77,18334109042.55,20425987841.95
Thailand,5820587718.61,18276719122.37,53105376749.86,108248903194.13,209333246428.11,255773748627.24
Canada,65269474894.52,114065726398.44,210687431549.95,350693507430.46,423994350694.51,484561571334.99
Bhutan,,,,495813395.56,560925020.62,656338195.76
Netherlands,58347499519.18,100710571648.26,174468443020.98,343304555294.8,508889449751.87,611366205359.59
Namibia,,1192950156.93,1320446744.53,2010230820.66,3623407182.48,3960196422.36
