Country,1955-1966,1967-1978,1979-1989,1990-2000,2001-2011
Portugal,3883.5,7469.75,9359.82,15828.18,21468.18
United Kingdom,10436.58,13614.17,17861.82,24040.0,32254.55
Singapore,2779.57,6514.75,13521.82,24856.36,44256.36
Yemen,,,531.0,684.18,2026.64
New Zealand,12330.0,15002.5,16583.64,21157.27,25978.18
Armenia,,,,2812.82,4432.91
Bhutan,,1039.71,1391.64,2332.27,4051.73
Türkiye,4231.33,6351.58,7678.82,9489.27,11712.18
Hungary,,6005.56,9787.82,11905.45,17232.73
Norway,10686.42,16353.33,22260.91,28557.27,45698.18
North Macedonia,,,,4904.18,6936.82
Dominican Republic,2146.5,3115.42,4161.27,4875.45,7240.18
Uganda,876.09,902.78,617.73,747.45,1029.49
Bulgaria,,4006.56,6803.73,7104.45,10196.09
Estonia,,,,9594.73,16669.09
Senegal,1986.0,1606.42,1781.55,1685.45,1452.64
Croatia,,,,10416.55,15517.27
Bosnia and Herzegovina,,,,2560.73,6330.27
Switzerland,17470.83,24041.67,28068.18,33364.55,40026.36
"Korea, Republic of",1150.92,2869.75,6356.45,15448.18,24433.64
Argentina,2369.08,3023.75,3710.64,8787.91,11043.18
