Country,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019
Japan,39.57,39.56,38.84,37.51,35.67,35.04,34.33,33.24,33.26,32.96,32.71,32.44
Brazil,27.39,27.68,27.66,27.51,27.58,28.52,29.64,29.49,30.46,30.25,27.95,27.02
Canada,32.78,32.4,32.82,33.25,33.15,32.1,31.27,30.57,30.83,30.39,29.67,29.39
North Macedonia,38.27,37.42,36.9,36.16,35.54,33.88,32.87,32.93,33.44,33.83,34.01,34.32
Afghanistan,11.68,10.95,9.96,9.2,10.65,11.95,12.92,14.32,15.39,16.0,16.22,16.87
Iraq,18.14,18.28,19.96,20.54,19.79,21.05,21.58,22.6,24.2,24.05,24.37,23.67
South Sudan,21.03,21.68,22.47,23.1,24.3,25.92,26.66,26.54,27.09,26.91,23.97,23.7
"Iran, Islamic Republic of",30.88,30.37,29.68,29.84,30.79,32.2,33.18,34.23,34.82,34.74,33.36,32.79
Mozambique,5.38,5.53,5.92,6.55,7.54,8.64,9.6,10.67,11.82,13.03,13.89,14.35
Lebanon,27.17,27.97,27.54,26.97,27.01,27.56,29.13,29.7,29.63,29.09,28.32,27.25
Norway,34.73,34.38,34.18,32.86,32.54,32.67,32.62,31.53,31.87,31.93,30.77,30.59
Myanmar,7.21,8.8,10.34,12.1,14.41,15.82,16.65,17.25,17.6,18.24,16.82,17.21
Uganda,9.69,9.81,9.95,10.03,10.1,10.28,10.44,10.7,10.61,9.97,9.84,9.72
Slovakia,49.34,47.91,49.09,47.65,49.28,50.51,51.4,50.22,49.96,48.16,49.66,49.4
Ireland,33.12,34.21,36.58,37.99,38.48,38.62,31.4,25.69,24.33,25.49,27.04,27.38
