Country,1980-1986,1987-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2023
Lithuania,,,11693402444.26,16679555075.98,23525866315.38,25450449380.8,30260860311.39
Denmark,89714112744.89,99487513480.1,114277813384.23,124196911999.4,137822006395.81,142228571182.86,158941205758.93
Cambodia,,3330709522.18,4119940833.41,5887947997.36,9448916846.64,13598661457.35,16320949727.46
Ghana,,,,,23800747347.65,35669720904.05,47627167389.05
Romania,,42814292126.97,48060189142.53,62898253566.91,100576942985.21,110099012002.87,150617787905.82
Panama,,,,,,27871100000.0,
Dominican Republic,12790820033.3,16830305414.56,21738799150.55,26848268835.04,37977813994.1,49385650906.66,63232173338.87
Indonesia,109988291825.06,149271484784.83,228291193842.81,276725080978.13,357855969080.7,484001748464.27,608273836418.78
Haiti,,6502821485.82,7962967974.14,11243778271.7,12357588754.51,14232618486.18,15948667029.98
China,,,797260381548.26,1257954911589.82,2259838433316.57,4052180045683.02,5922600424326.32
Serbia,,,18548684641.89,21365461856.45,29243670620.07,29001960668.5,32890955205.95
Aruba,,,,,,1639472067.04,
Syrian Arab Republic,16497892832.83,22969958724.09,27995784944.55,32097820947.69,46057579303.6,22264989158.86,6409936820.85
Kyrgyzstan,,,,,4728024966.15,5994180005.88,7232686759.79
Germany,1105661970935.46,1336499283443.15,1513071439440.54,1614150362317.35,1660984584191.85,1773297791081.65,1860771077290.28
Norway,67969045896.75,77138162653.71,92570569391.34,114167758602.87,142068884985.02,165147545726.98,177900730167.71
Ukraine,,46517425500.42,28638239570.67,36006937713.82,66246245588.84,73513899562.22,78907520324.24
Uruguay,,,,,,38548534913.74,
Bermuda,,,,,,3293088387.84,2982248817.39
Finland,63572552603.35,77914591733.09,84283961817.51,102192609385.09,120178737936.2,127799612144.27,134474631665.29
Palau,,,,126584583.67,140316760.91,191433402.11,213648121.16
Argentina,,208908033542.25,233339138775.12,229371027840.12,324344393449.81,390167624849.23,374860367976.65
Türkiye,,186846779565.83,238273705917.17,283359552813.71,369932120483.24,507010413993.76,701302820049.21
"Tanzania, United Republic of",,9330151244.93,11622364713.84,15847289980.58,22274250735.09,29039950313.02,36093770963.79
Netherlands,204923411350.38,232285347449.86,277798003160.04,334727794517.3,344879057663.88,344162830663.97,366517164167.33
