Country,1960-1972,1973-1985,1986-1998,1999-2010,2011-2022
Congo,0.35,0.43,0.69,0.44,0.32
Belarus,1.53,6.72,16.82,33.16,45.74
Georgia,,6.17,10.65,16.18,21.1
Palau,,,,37.92,41.99
Colombia,2.12,4.1,9.47,18.04,14.85
Estonia,,13.6,24.27,35.4,27.82
Eswatini,0.47,0.85,1.85,3.89,3.97
Nigeria,0.05,0.17,0.32,0.74,0.13
Guam,5.87,17.98,35.36,42.23,40.72
Sri Lanka,0.25,0.38,1.05,8.93,13.12
Mexico,1.17,3.61,7.85,16.29,17.85
Liechtenstein,25.08,37.92,58.48,57.71,41.59
Austria,8.77,26.06,44.15,45.06,41.23
Malawi,0.1,0.21,0.31,0.75,0.29
Yemen,,0.41,0.99,3.44,4.04
Lithuania,2.53,10.14,22.44,26.27,16.48
Saudi Arabia,1.58,3.73,8.53,14.78,15.25
Israel,6.91,21.28,37.73,45.96,41.34
Kenya,0.31,0.46,0.83,1.06,0.27
