Country,1970-1975,1976-1981,1982-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2023
Spain,395265284833.33,471704755666.67,503788720000.0,664601077500.0,750156854333.33,970007833333.33,1123467666666.67,1036548000000.0,1129723000000.0
Angola,,,,,,689665992650.0,1018754491800.0,1379923187650.0,1290091642800.0
Brazil,1123161498739.65,1678615354758.49,1828239601940.78,2052019239306.13,2523587763216.67,2776050455616.67,3598359819850.0,4132475185366.67,4161796811966.67
Zimbabwe,,,,,,,157631494433.33,214012122683.33,222432934720.0
Haiti,,,,341124459047.83,396143232666.67,578442390500.0,670959316600.0,762117463366.67,830629357650.0
Costa Rica,6498345683898.33,8928384520895.0,8882287309971.67,11470053485866.66,15270373287550.0,18566536883683.33,24639778895633.33,31268761309630.77,35656319817651.34
Seychelles,,5621930133.51,6165429081.25,8680905941.18,12834578639.6,11946615802.29,16014331289.8,21259509253.9,28093656950.0
Honduras,41475678583.33,60489245827.33,63195110719.52,81245654963.0,102292000883.33,131957933333.33,175655250000.0,206057066666.67,256725483333.33
Cambodia,,,,9850492815300.0,12532384764083.34,19104302757116.67,32292214952983.33,48353505995016.66,62026964974301.12
Turkmenistan,,,,,,15031067300.0,,,
Senegal,2726506073656.67,3398643402661.67,4014644662898.33,4672319767556.67,5128505526550.0,7194045900400.0,8991102184733.33,11715671084383.34,17273822904010.55
Côte d'Ivoire,,,,,,,17071442979447.85,25136209560820.32,37305049786450.0
Guinea-Bissau,,,,,467301705107.18,485501607477.52,597493404635.96,703450769196.73,898773751081.8
Somalia,62512848213.33,101607003136.0,120075851092.33,119126029826.0,,,,,
Zambia,,,,,,,91236100000.0,,
Cuba,19329776362.63,26429232603.03,37008891944.57,33660333066.63,25219984516.67,30586085450.0,42438771783.33,50198166666.67,53375200000.0
Madagascar,10758222624875.98,10687298384750.32,9988375268955.73,10392830762699.58,11225792248000.0,14457268334850.0,18782685179266.67,20818231521650.0,24155605201900.0
Ghana,,,,,,,99097865683.33,136203487100.0,171009916783.33
Albania,,,,,698280142000.0,1022086505033.33,1419914805366.67,1546546568200.0,1702436461350.0
Jamaica,,,,,,,1007776600000.0,962679166666.67,994361000000.0
Austria,142769176500.0,175167075166.67,190919801500.0,226893804500.0,260644195333.33,289343258333.33,317145055000.0,332719488333.33,355481366666.67
Palau,,,,,,263130805.13,265382194.99,342842368.46,406525049.73
Hungary,,,,22175915251666.67,23844262486833.33,30235986333333.33,32069974833333.33,31818884166666.67,40152649833333.34
Sri Lanka,1172589320638.67,1770047376441.68,2818146524346.25,3183595246329.44,4270447748116.67,5659921022116.67,7489876442200.0,13127537369366.66,13240033891500.0
