Country,1971-1976,1977-1982,1983-1988,1989-1993,1994-1998,1999-2003,2004-2008,2009-2013,2014-2018,2019-2023
Netherlands,3.68,1.02,1.54,2.29,3.87,2.54,0.86,-0.76,1.55,1.17
Germany,3.6,1.87,2.54,2.92,1.35,0.9,0.57,0.87,1.67,0.08
Chad,,,0.64,-1.96,6.16,7.75,5.34,7.72,0.16,1.61
"Palestine, State of",,,,,7.21,-0.13,4.78,7.57,3.02,2.48
Senegal,3.63,3.08,3.6,2.59,2.07,5.3,3.63,2.43,4.92,3.24
Namibia,,19.3,0.87,-0.69,5.09,4.6,6.06,7.26,5.39,3.77
Greece,4.95,4.27,1.71,2.66,3.23,3.85,3.45,-5.57,0.64,1.87
Australia,4.01,3.23,2.34,2.85,3.58,4.07,4.65,2.53,2.54,1.72
Eritrea,,,,-9.88,2.86,-3.31,-3.49,154.79,,
Armenia,,,,,6.64,6.34,8.97,2.5,2.16,2.43
Ghana,,,,,,,10.58,10.29,1.14,7.25
Djibouti,,,,,,,,,8.43,5.93
Guinea,,,,,,,1.58,3.8,3.3,4.04
Ukraine,,,,-14.87,-3.69,5.38,15.13,4.31,-2.17,-0.46
United Kingdom,2.3,1.75,5.02,1.66,3.79,3.63,1.76,0.64,2.6,0.11
Bangladesh,-5.55,0.63,3.44,3.12,2.01,3.64,6.23,4.53,5.7,5.07
Algeria,11.51,6.95,0.43,0.51,-0.19,3.82,5.22,6.22,3.38,1.34
Italy,3.47,3.49,2.91,1.48,2.19,1.34,0.75,-1.31,1.15,0.28
Canada,5.55,1.4,3.78,1.41,3.15,3.43,3.72,2.09,2.66,1.45
