Country,1990-1993,1994-1997,1998-2001,2002-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2023
Azerbaijan,,,,,,,,,,101095066472.18
Mexico,863865075263.4,928150814179.58,1139111814835.23,1285044398962.23,1402896781057.43,1378769988724.31,1508288972202.69,1611860486724.75,1617795916443.88,1707501860549.75
Finland,85721947420.89,89199063186.27,103072956999.02,116227626883.89,130952801194.31,134139290532.0,138356127036.49,143546205164.08,146758391996.43,150060724008.46
Solomon Islands,,,,686197466.06,819846881.27,910761000.25,1019179910.85,1100862916.81,1156996273.35,1053972716.48
Costa Rica,22295943935.64,27139320461.47,30504788412.8,35130178394.31,42022223264.42,47661989904.69,55966121820.0,63498928748.42,67063265035.59,72502574326.03
Guinea-Bissau,,2011044051.64,1733727764.04,1780969513.92,2169501059.94,2259556128.06,2274003898.1,2694569200.08,2742105710.88,2999595925.59
Ukraine,221924972155.88,138890259305.88,135841001177.77,187881803799.39,308152872054.34,323941275443.17,392541686568.25,308897395148.25,389627877777.2,360584426587.71
Haiti,12753054109.0,14561680856.64,19885533793.21,22308773778.2,23490331324.95,25198614067.63,26427259161.34,29649310308.08,31795029900.67,31042777108.9
Côte d'Ivoire,,,,,57069813485.8,60169300405.35,69177118099.13,90401407612.1,105095438437.61,118526870659.76
North Macedonia,10419871351.21,11802661395.09,12939619321.05,14806232995.09,18062951156.77,18565058114.73,18694073386.74,20584605300.61,22173464304.55,24611217867.82
Ireland,41734128665.35,48965716836.11,66027369504.57,80324405319.2,96297953541.74,92997895902.95,92661699778.65,101642152406.8,106745974724.98,115988287056.57
Mozambique,6640983414.49,7560294757.69,9155889975.57,13579054234.96,16530983509.55,19379338977.19,24337218085.53,27501558234.21,30157567084.77,33123170681.7
kos,,,,,10106607370.5,11081511160.37,12310577241.83,13522932955.5,15244237452.46,17567089520.41
"Tanzania, United Republic of",33269631862.46,37683469114.86,50217815117.52,59026446371.47,73521294411.55,85330604665.91,96802560522.46,110299860618.52,123723163987.11,133596891247.81
Aruba,,,,,,,,,,2168106301.73
Zambia,,,,,,,,,,25725150699.59
