Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2021,2022-2023
Guyana,84425681199.59,185066030811.49,261292762551.61,322394915889.23,365422360414.66,474010300939.85,653576666666.67,813158333333.33,887205333333.34,1017899666666.67,1408690500000.0,3284364000000.0
Lao People's Democratic Republic,713999996233.33,1159299989500.0,2716446023366.67,13223193553000.0,21336177575000.0,34927567054333.33,52047676230333.34,81911440520999.89,117776097850000.0,151940000000000.34,177144741999999.5,248677743006350.0
Faroe Islands,,,,,,,12705600000.0,14206866666.67,17536666666.67,20532366666.67,22160300000.0,25162300000.0
Denmark,889707352333.33,986078385333.33,1140046878333.33,1313319489666.67,1451007688333.33,1669029891000.0,1778179339333.33,1890510967000.0,2041776476666.66,2252410361999.99,2435759110500.0,2808226540500.0
"Congo, The Democratic Republic of the",6074.13,155397766.67,6962099900.0,1200118592966.67,3587588739233.33,7028821019699.98,15235144447333.34,26921720304000.0,35284202275333.34,72723593276666.67,100147897100200.0,147158868082628.5
Viet Nam,97004267953787.0,231802252633149.0,400671973827497.7,559898151799392.0,789137680964823.4,1363823868761253.2,2362963991552573.5,4029099733333334.0,5255918803333337.0,7003382323333336.0,8265930665000010.0,9885276182057656.0
Argentina,158819336186.67,250658907766.67,287985666666.67,278807833333.33,391201564900.0,731807539566.67,1353098761800.0,2721748813333.33,6253918959200.0,15654494440433.34,36778020748450.0,136108395377000.1
Congo,839828296566.46,1018765489345.36,1385274406217.19,2107706566663.55,2399795433710.89,3975715333333.34,5424797333333.34,8426870466933.33,7559119389700.0,7755647659099.99,7411258191950.0,9579657500000.0
North Macedonia,4635333333.33,131514666666.67,195448333333.33,240295333333.33,269353666666.67,338725333333.33,422269333333.33,477593333333.33,560460000000.0,657222333333.33,699362500000.0,821876000000.0
Mexico,1219520949433.72,1986898871666.67,4174021349000.0,6829568906000.0,8445226972666.67,11055489296333.33,13215009577666.66,16250522124000.0,19375018597000.0,23951996312666.67,25350425917999.94,30610583439000.1
Austria,146934149333.33,168830444333.33,189203750000.0,212660713333.33,233648646666.67,268625816666.67,292567523333.33,317563966666.67,345007750000.0,383927716666.67,393064940000.0,462233215000.0
New Caledonia,,,,,,,,,,1005000000000.0,1003000000000.0,1092000000000.0
Antigua and Barbuda,1357293333.33,1626030000.0,1982940000.0,2352223333.33,2584913333.33,3541106666.67,3818016666.67,3540483333.33,3875650000.0,4426230000.0,4066420000.0,5266105000.0
Lebanon,5445197942433.33,16319261538666.66,23970602506000.0,26283333333333.33,30348480232666.67,34344569186000.0,51738609053333.34,65739074350333.23,74958859829666.61,80966309750333.23,194435151000000.0,1056400437000000.0
Andorra,688731133.33,824283266.67,1019636433.33,1481175966.67,2096630000.0,2727926666.67,2678803333.33,2497870000.0,2531353333.33,2733150000.0,2671045000.0,3328900000.0
Romania,303033333.33,4863833300.0,24631833333.33,84463633333.33,196292466666.67,351771866666.67,537021766666.67,613358300000.0,711178800000.0,958157633333.33,1127935150000.0,1503468250000.0
Fiji,2108400000.0,2655500000.0,3096433333.33,3716133333.33,4354500000.0,5268600000.0,5751140033.33,7197907766.67,9772147166.67,11492522133.33,9263647750.0,11663471558.17
Cayman Islands,,,,,,3611054852.68,3617903514.76,3578561720.95,3938968421.18,4621747177.29,4881390680.12,5500681331.8
Sao Tome and Principe,23090664.14,99185233.33,404622433.33,609934433.33,954316166.67,1745654533.33,3181662533.33,4464291900.0,5915154466.67,8061407233.33,10576405450.0,13252647400.0
Paraguay,9047235291200.02,15142279501833.34,22361446298566.74,31106904925633.44,49349882791266.84,77294511668700.28,115842469232733.31,151687586864933.66,191099553672867.0,228793417244633.38,255274312495150.0,303024748929953.5
San Marino,,,899500000.0,1105000000.0,1295666666.67,1518000000.0,1511000000.0,1272000000.0,1288610845.0,1399531349.67,1460566495.9,
Ukraine,18330000.0,22678946666.67,92492333333.33,172581666666.67,289679000000.0,591149666666.67,1019482000000.0,1443643666666.67,1986942000000.0,3506242333333.34,4836437500000.0,5888469500000.0
Cambodia,1863283445695.66,7450646868566.67,10355855881133.33,14363976468333.34,18918014575999.93,30215318995666.74,44024367457000.0,56692396848999.9,74033786285333.36,99796282626666.73,108198834480000.0,125818355102750.5
Guinea,3400305912253.91,4908453188721.93,6059323431719.26,7559470403315.77,10122826198243.16,21234833226987.9,34512953983000.0,52132787011000.02,68163436359000.1,108045582252666.62,146358411985000.0,196241362328043.0
