Country,1980-1987,1988-1994,1995-2001,2002-2008,2009-2015,2016-2022
Burkina Faso,45348750.11,94619998.93,73357143.4,95862855.09,67547143.12,107132858.28
Croatia,,,1901428.56,3358571.46,3904999.97,
Montenegro,,,,6696666.56,361428.57,531428.59
Trinidad and Tobago,297500.0,365714.29,638571.43,1712857.11,804999.99,
Mauritius,20523750.07,27537143.16,9310000.04,7617143.12,64442856.92,49549998.11
"Korea, Republic of",2916250.05,4128571.34,10168571.47,14513333.32,,
Macao,,10000.0,15000.0,,,
India,43573749.54,51791428.29,-948571.27,-35594285.49,42217142.79,169017143.66
Ethiopia,5291250.05,12224285.67,9442857.2,17617142.81,28351428.44,50832857.13
Benin,17933750.03,58802857.54,42604285.65,54198572.43,40627142.77,58464287.62
Ghana,2691249.98,22304285.59,9700000.01,35499999.32,47858570.64,31157142.57
Brazil,37869999.65,9519999.91,14731428.49,42267143.25,219747146.06,108898571.29
Mongolia,105000.0,570000.0,1108571.43,1770000.03,4238571.37,10065714.22
Serbia,,,6594285.78,66685714.18,10108571.39,26857143.21
South Sudan,,,,,1780000.01,3290000.04
New Caledonia,180824996.95,327794289.73,351315708.71,428683339.44,,
Equatorial Guinea,4258749.95,11811428.48,6087142.81,4178571.39,2964285.75,2111428.6
Kuwait,793750.0,1009999.99,1902857.15,1523333.31,,
Ecuador,2672499.95,24704285.96,7757142.95,2997142.94,21138571.38,104978570.67
Bosnia and Herzegovina,,,22521429.03,3675714.25,3238571.44,3137142.81
Zimbabwe,6268749.98,11907142.64,2864285.72,5938571.38,2717142.92,3518571.44
Palau,,,30000.0,,,0.0
Mauritania,28268750.19,70311429.16,31691428.32,31907142.64,40802857.81,15787142.89
"Korea, Democratic People's Republic of",5230000.17,2560000.0,360000.01,192857.15,3112857.13,1030000.0
Oman,228750.0,457142.85,547142.85,792857.14,780000.0,
