Country,1965-1969,1970-1974,1975-1979,1980-1984,1985-1989,1990-1994,1995-1999,2000-2003,2004-2007,2008-2011,2012-2015,2016-2019
Oman,10328629.58,14776037.99,16422578.02,17441874.79,28930253.4,37166413.63,44298241.42,44539136.88,36861586.13,40536338.79,46332940.17,48008202.84
Russian Federation,,,,,558794800.0,409819600.0,306030000.0,371934840.58,480423891.28,506849086.74,533965656.06,560409379.93
Qatar,15390073.83,23552544.31,23413217.62,18748220.66,17039584.38,21657475.31,30007619.88,40324272.19,54151356.28,68891529.59,82784191.65,79674766.55
China,15494000.0,46838000.0,93612000.0,105994000.0,132884000.0,142290000.0,157614000.0,165975250.0,181621950.0,196454775.0,210856571.25,192827750.0
United States,476137397.74,518664835.58,470350200.31,483762515.02,467277991.53,407410336.57,373263455.45,341637111.73,310956224.87,325997877.9,483719406.74,633658390.14
Tunisia,2477500.0,4050800.0,4620600.0,5438400.0,5112200.0,5026820.0,4257360.0,3620725.0,3878675.0,4034050.0,3373725.0,2397309.68
Trinidad and Tobago,8069117.39,7561356.85,10911180.46,9004124.83,7867091.57,6956881.97,6578075.53,6961397.64,7651316.48,6449193.43,5042240.13,4068079.72
"Venezuela, Bolivarian Republic of",186678565.54,180602343.95,123548742.19,105685985.32,100311451.32,132265830.44,165770573.93,155873507.1,169111716.1,152262141.12,137745197.24,87717680.21
Italy,1813800.0,1254800.0,1396000.0,1894200.0,3663600.0,4607200.0,5454600.0,4953750.0,5802402.41,5055355.98,5533486.03,4217620.13
Romania,13286600.0,14334200.0,14387400.0,12078600.0,10279800.0,7174800.0,6697000.0,6121750.0,5220750.0,4431500.0,4042000.0,3645000.0
Gabon,3165000.0,7064000.0,10860800.0,8187600.0,8753800.0,14942600.0,17604600.0,13341176.47,12877034.54,11867583.86,10730349.45,10520270.42
Nigeria,16677565.45,86144674.76,99892120.54,73074291.5,73543838.97,95198162.03,95854049.67,104758560.71,116387130.68,113294998.7,110230467.84,95899628.77
United Arab Emirates,20824521.69,60595666.71,89740586.36,68234920.15,69180382.38,109470589.87,116437740.84,118786248.72,139282102.44,140067995.61,164617838.97,178885127.59
Angola,1006200.0,6911800.0,7217200.0,7972000.0,17569200.0,25456200.0,35147400.0,40208182.19,66720134.7,87321914.17,85485461.77,77630628.04
Argentina,15993068.97,21307068.96,22044924.14,25476758.62,23509917.24,29187565.52,41475090.11,42911179.78,39510637.22,34078079.78,30214671.96,28061864.48
Syrian Arab Republic,1843860.85,5460763.98,9187748.98,7975989.09,11940376.54,25088736.97,28968412.55,30571918.93,21238634.77,18608525.12,3355774.99,1063979.81
Sudan,,,,,,98515.52,896626.18,10922238.36,17546744.86,20768167.64,5540390.2,4935279.33
Azerbaijan,,,,,13418000.0,11056700.0,10517820.0,14940000.0,28325175.0,48401950.0,43029025.0,39459855.96
Chad,,,,,,,0.0,1237410.07,8381294.96,6312949.64,5135597.88,6008468.13
Malaysia,152984.29,3365785.34,9043376.96,15975706.81,24489143.69,30654959.16,33410169.87,33942395.67,33992305.76,32030767.6,30192371.35,32086789.85
Algeria,37057314.36,46874076.07,53962211.01,47379846.25,50559621.79,57189018.89,59260970.4,70609250.0,85668167.5,76861252.0,66998000.0,66178250.0
Peru,3688757.38,3692126.79,6118130.53,9837878.83,8409381.6,6440102.26,6099846.82,4956970.26,5259245.68,6709895.11,7064107.78,6003033.28
United Kingdom,84000.0,296600.0,36772400.0,102838200.0,116839800.0,100769200.0,131450000.0,116235145.0,83312015.0,63730350.0,42605715.0,49184198.72
Denmark,,113796.17,321735.65,1414632.84,4242216.29,7538104.14,11321041.39,17677336.45,17395437.22,12508898.5,8620779.5,6081359.25
Brunei Darussalam,5221424.63,8677530.9,11073638.42,9202960.99,7685514.89,8321370.84,8231838.37,10054618.92,10179646.06,8322792.87,6673574.94,5674843.06
Brazil,7352316.23,9146899.35,8961047.67,15653637.27,30715961.94,34656985.23,47561853.48,74359448.9,89732896.05,107396961.14,119077226.82,142380084.96
Congo,50000.0,983000.0,2144000.0,4642400.0,6641000.0,8764200.0,11707598.02,12279318.62,12430254.1,14412641.18,12847511.61,14997711.3
