Country,1971-1977,1978-1984,1985-1991,1992-1998,1999-2004,2005-2010,2011-2016,2017-2022
Jordan,133100.43,263489.14,361579.0,479107.5,599689.2,671162.8,731129.25,866935.0
Guinea,73214.5,95011.0,86981.5,118636.67,265849.8,477862.33,678992.5,753726.5
Lebanon,170282.5,275728.5,267970.0,330613.83,368940.0,383759.5,384253.17,409110.17
United Arab Emirates,8562.29,34130.86,78944.86,154002.83,,,441510.0,586867.67
Haiti,,105823.83,143758.0,,,,,
Chile,820217.43,996207.86,1192303.83,1249010.0,1468997.0,1585143.0,1523469.67,1552439.17
Kenya,437596.14,803825.43,1374467.75,,2068907.17,2818515.2,,
Armenia,,,394879.0,358860.67,381982.0,335954.67,248274.25,256484.0
Estonia,,,128410.0,121963.67,120412.67,109966.5,82122.5,88164.59
Pakistan,1737229.29,2230508.71,3353380.86,5022416.0,6091887.5,8807720.67,11177915.67,13874342.0
South Africa,,,2744466.33,3907905.0,4337615.5,4718780.83,5082946.33,5084458.8
Antigua and Barbuda,6555.33,5706.0,,5845.0,5276.0,8364.75,8239.25,7847.5
Central African Republic,18271.57,42757.83,51391.71,43740.0,71027.5,93341.0,123602.33,137844.0
Romania,2110574.5,,3042800.0,2325839.71,2220037.5,1945750.33,1641423.33,1456669.4
India,23647966.67,33954382.0,45564779.0,65414816.0,75391338.0,97936910.67,123903166.67,134015605.33
Ukraine,,4740481.0,4822460.0,4721300.0,4965865.17,3594646.5,2672999.5,2462450.0
Zimbabwe,65712.57,189847.57,615165.0,704409.67,826383.8,,947097.5,
Congo,73689.57,178632.57,207575.14,206319.67,211163.67,,339250.0,516962.0
Saint Vincent and the Grenadines,4424.8,7765.5,7936.6,,9875.4,11157.8,10414.17,9815.17
"Palestine, State of",,,,360032.33,531359.83,696141.0,713564.17,800534.33
Mexico,2343546.14,4793797.14,6667295.71,7377020.14,9576331.17,11195093.83,12772490.5,13708540.67
Namibia,,,58716.67,100874.71,133272.33,152690.33,,
Suriname,27680.43,31152.43,34880.71,32775.5,42063.5,47549.5,51809.0,55156.0
United Kingdom,4730358.14,5317988.14,4583216.0,4887870.86,5444472.17,5458227.5,5855649.3,6222880.25
Indonesia,3295282.14,6235494.0,10972129.67,12453844.57,15236369.5,18219907.17,22420378.67,25795267.0
Grenada,7014.14,9304.29,9576.43,10054.5,14329.0,12121.8,9567.5,8941.67
Côte d'Ivoire,98718.0,204877.5,275863.0,,591549.0,,1577645.33,2273324.5
