Country,2002-2004,2005-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021
Faroe Islands,1826.1,,,,,,,,
Myanmar,18.1,,,,,,29.79,32.02,25.76
India,,135.14,,156.5,,215.19,,251.01,260.38
"Korea, Republic of",3158.03,4180.28,4960.89,5664.04,6421.14,6941.28,7253.45,8118.04,8848.29
China,674.05,958.49,1032.28,937.77,1056.59,1134.51,1224.24,1402.59,1644.49
Singapore,4718.67,5734.35,6028.55,6364.88,6516.65,6804.95,6837.34,7031.16,7224.75
Syrian Arab Republic,,,,,,83.98,,,
North Macedonia,540.21,514.94,446.03,483.52,636.07,837.24,781.04,781.72,759.46
Colombia,,,,,57.96,64.7,90.4,,
"Bolivia, Plurinational State of",117.88,,142.69,162.37,,,49.83,58.31,62.37
Kazakhstan,,401.13,357.11,372.39,666.32,780.95,675.28,648.32,656.32
Ireland,2581.07,2905.45,3222.41,3253.63,5046.74,5307.61,5170.04,4792.85,5054.64
United Arab Emirates,,,,,,2066.51,2490.7,2526.47,2639.17
Croatia,1607.46,1328.83,1550.91,1596.66,1525.61,1457.16,1847.09,2020.0,2272.84
Guatemala,,29.6,39.13,25.2,22.59,21.72,18.57,14.12,15.91
Iceland,6639.01,7499.33,7572.41,7085.08,5737.33,5903.85,6341.96,5879.27,6940.42
Lao People's Democratic Republic,15.64,,,,,,,,
