Country,1990-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2018,2019-2022
Angola,,79.29,75.21,78.87,74.25,70.46,75.06
Türkiye,48.29,41.79,,31.09,29.08,30.63,33.72
Cyprus,30.0,42.93,39.09,37.48,39.84,37.26,40.51
Hungary,33.55,32.1,34.53,37.57,29.11,29.35,27.84
Poland,42.26,38.66,28.17,26.81,24.9,25.22,26.5
Tunisia,20.96,25.28,30.94,38.37,41.28,,
Côte d'Ivoire,19.97,16.76,15.9,27.71,25.81,25.59,26.8
Trinidad and Tobago,,,44.22,65.76,64.59,44.88,37.79
Austria,36.51,46.53,47.32,47.11,46.45,47.23,48.19
Malta,40.89,37.34,41.19,43.55,46.75,49.77,53.03
United States,88.92,90.24,90.2,91.54,91.77,89.53,92.01
Bosnia and Herzegovina,,,,5.79,12.94,14.85,16.31
Bangladesh,,,16.05,21.47,29.55,29.76,32.01
Denmark,47.0,47.75,44.33,48.29,51.81,51.98,55.13
Sweden,18.91,17.62,16.07,19.04,16.77,19.03,19.28
Fiji,39.63,36.97,31.9,37.83,28.59,28.69,28.38
"Tanzania, United Republic of",,,,29.46,34.28,35.19,35.94
Mauritius,14.87,15.75,15.23,21.84,23.47,25.12,29.09
Italy,53.76,55.0,54.07,55.54,53.62,52.35,53.45
Belize,25.88,22.16,23.74,30.47,34.02,28.6,
Dominican Republic,20.02,18.87,23.5,23.4,27.68,30.08,32.82
Greece,33.97,33.94,37.78,37.46,33.69,33.11,31.51
"Korea, Republic of",39.1,37.16,38.71,43.99,45.58,51.65,55.6
