Country,1990-1993,1994-1997,1998-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019
Nepal,84.52,84.9,84.66,83.72,82.8,82.24,82.75,83.89,85.04
Italy,43.34,43.05,45.83,49.22,50.61,51.21,52.86,54.6,56.24
Pakistan,14.38,14.27,16.02,17.47,19.59,21.68,23.4,24.47,22.89
Cabo Verde,45.46,46.65,47.55,48.47,49.49,50.75,52.72,55.13,57.16
Germany,60.35,61.68,63.33,65.31,68.26,70.3,72.21,73.08,74.21
Malaysia,47.61,47.08,46.96,46.57,46.28,45.88,49.89,53.96,55.23
"Palestine, State of",12.31,12.41,12.3,12.26,14.21,14.83,16.14,17.77,18.61
Croatia,55.49,55.68,56.44,57.13,58.72,59.52,58.11,61.48,61.82
Bulgaria,65.8,62.55,58.26,58.35,59.96,62.51,63.2,65.05,67.78
Slovenia,62.11,62.48,63.28,64.03,66.45,67.64,66.94,67.95,71.77
Poland,61.98,59.65,58.78,58.16,57.05,57.83,59.85,61.67,63.19
Spain,42.36,46.4,50.16,55.35,60.45,65.06,68.16,69.04,69.04
Eritrea,74.1,73.15,72.89,72.39,72.7,73.79,74.71,74.98,75.0
Eswatini,44.01,44.57,45.4,46.25,46.88,47.47,48.51,49.67,51.01
Indonesia,51.14,51.76,52.15,48.69,48.7,52.59,53.35,52.83,55.06
Malta,32.78,33.97,35.57,36.01,37.39,41.5,48.45,55.48,62.0
Algeria,12.36,12.57,12.7,13.25,14.13,15.22,17.41,17.5,18.95
Libya,26.18,28.12,30.36,32.5,34.26,35.52,36.2,36.36,36.46
