Country,1997-1999,2000-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015
Lithuania,13333.33,10000.0,10000.0,,,,,
Seychelles,,10000.0,70000.0,30000.0,10000.0,20000.0,20000.0,
Guatemala,30000.0,,40000.0,,70000.0,,,
Gabon,10000.0,,,,,,,
Samoa,,,,25000.0,,,,
Sri Lanka,10000.0,,2389999.94,3215000.03,935000.02,105000.0,10000.0,5000.0
Kenya,186666.67,150000.0,175000.0,325000.0,1070000.02,354999.99,175000.01,35000.0
Croatia,83333.33,130000.0,175000.0,165000.0,270000.0,209999.99,,
India,53333.33,106666.67,10000.0,90000.0,165000.0,155000.0,105000.0,15000.0
Pakistan,36666.67,173333.33,2044999.97,759999.99,739999.99,294999.99,155000.0,110000.0
Mongolia,,,,10000.0,10000.0,10000.0,5000.0,
Indonesia,50000.0,10000.0,170000.0,330000.0,65000.0,50000.0,30000.0,0.0
Vanuatu,,,,25000.0,,,,
Uzbekistan,173333.34,193333.33,435000.0,235000.0,414999.99,360000.0,180000.0,120000.0
Slovakia,143333.33,20000.0,100000.0,,,,,
Bangladesh,55000.0,275000.0,65000.0,240000.0,279999.99,140000.0,125000.0,35000.0
Estonia,10000.0,13333.33,10000.0,,,,,
Rwanda,20000.0,10000.0,15000.0,40000.0,60000.0,25000.0,20000.0,
