Country,2005-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019
Peru,17.67,21.0,21.0,19.0,19.0,19.0,19.0
Italy,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Liberia,25.0,25.0,25.0,25.0,25.0,25.0,25.0
Brunei Darussalam,23.0,20.0,20.0,20.0,20.0,21.5,20.0
Eswatini,13.0,13.0,13.0,13.0,13.0,13.5,14.0
South Africa,18.0,18.0,18.0,18.0,20.0,20.0,20.0
Bosnia and Herzegovina,15.0,17.0,17.0,17.0,17.0,17.0,17.0
Antigua and Barbuda,18.33,19.0,19.0,19.0,19.0,19.0,19.0
Mexico,,,,14.66,14.66,14.66,14.66
Haiti,9.0,9.0,9.0,12.0,14.0,14.0,14.0
Hong Kong,24.0,13.0,9.0,10.0,10.0,10.0,9.0
Mali,12.33,13.0,14.0,14.0,14.0,14.0,14.0
Malta,,,15.0,15.0,17.0,17.0,16.0
Romania,17.33,18.5,22.5,23.0,23.5,24.0,24.0
Poland,21.33,20.0,20.0,18.0,16.0,12.0,12.0
"Iran, Islamic Republic of",17.0,16.0,15.0,15.0,15.0,15.5,16.0
Sudan,17.0,16.0,16.0,16.0,16.0,16.0,16.0
India,,,,33.4,33.4,32.22,16.52
United States,,,,15.8,15.8,15.8,15.8
Costa Rica,23.0,23.0,23.0,19.0,17.0,17.0,17.0
Sri Lanka,14.0,14.5,15.0,13.5,13.0,14.0,13.0
Solomon Islands,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Madagascar,14.0,14.0,14.0,14.5,17.0,17.0,17.0
Saint Vincent and the Grenadines,8.33,9.0,8.5,14.0,14.0,14.0,14.0
Tajikistan,28.0,27.5,26.0,26.0,26.0,26.0,26.0
