Country,2002-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Peru,3571158333.33,2686549595.03,4971604546.29,-1895699278.87,10063543265.13,-3695043989.13,-12272528349.67,-29401188901.62,-31346855233.01,24226761390.38
Austria,,,,,,,,,,
Mali,-14413333666.67,13000000000.0,-44467500000.0,-62077500084.5,-65662500000.0,103904500000.0,18784872084.0,-91537000000.0,208753756086.5,
Tajikistan,,,,,,,,,,198825794.5
Uganda,,,,,,,63500777935.88,683658436217.54,116632555625.74,630735628859.34
France,,,,,,,,,,
Finland,,,,,,,,,,
Belgium,-3682968710.59,634709315.23,10075633119.25,-1758357089.17,3224451577.33,-439832202.1,3886612585.51,-1160242274.37,161946362.24,6705819341.83
Singapore,19751666666.67,24478000000.0,52295500000.0,48220911000.0,64496050000.0,29545900000.0,61651504947.39,71253127830.4,85209769571.39,52336417064.35
Ghana,-455860.5,-20919505.0,43885891.0,-238800463.0,-71210258.0,,,,,
San Marino,80878566.62,220716819.68,124443137.15,,,,,,,
Costa Rica,,,,,,,,,,1169583307041.2
Lao People's Democratic Republic,,,85749852000.0,198779500000.0,-110915000000.0,227450000000.0,328661825000.0,-668738600000.0,-1112287340000.0,509517852000.0
Serbia,,,-60442377000.0,13173156000.0,36560200000.0,,,,,
Egypt,40318000000.0,6613000000.0,24840000000.0,26386000000.0,13379000000.0,,,,,
