Country,1980-1983,1984-1987,1988-1990,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008
Burkina Faso,4.09,4.04,3.98,3.94,3.9,3.88,3.88,3.89,3.9
China,4.2,4.19,4.21,4.24,4.27,4.32,4.37,4.42,4.48
Chad,4.11,4.05,4.02,4.0,3.95,3.91,3.88,3.88,3.9
Puerto Rico,5.01,4.97,4.94,4.93,4.93,4.93,4.92,4.91,4.89
Iraq,4.96,4.94,4.92,4.84,4.8,4.79,4.83,4.84,4.83
Bosnia and Herzegovina,4.92,4.91,4.86,4.76,4.64,4.63,4.67,4.68,4.68
Rwanda,4.1,4.09,4.09,4.09,4.05,4.05,4.05,4.07,4.09
Brazil,4.86,4.85,4.85,4.86,4.87,4.88,4.88,4.86,4.84
Djibouti,4.94,4.89,4.85,4.8,4.75,4.7,4.67,4.65,4.64
Maldives,4.45,4.47,4.5,4.52,4.53,4.55,4.57,4.6,4.62
Slovakia,5.35,5.32,5.31,5.28,5.24,5.2,5.15,5.11,5.08
Switzerland,5.92,5.83,5.77,5.7,5.62,5.52,5.44,5.37,5.31
Palau,5.32,5.21,5.16,5.15,5.14,5.14,5.12,5.11,5.12
New Zealand,6.09,5.98,5.87,5.75,5.62,5.5,5.39,5.3,5.22
"Palestine, State of",4.7,4.69,4.68,4.68,4.68,4.67,4.64,4.57,4.5
"Moldova, Republic of",5.28,5.22,5.14,5.02,4.85,4.72,4.62,4.58,4.58
Zambia,4.53,4.48,4.44,4.42,4.39,4.36,4.34,4.33,4.33
"Micronesia, Federated States of",4.86,4.85,4.86,4.88,4.91,4.93,4.94,4.95,4.95
Luxembourg,6.2,6.09,6.01,5.94,5.85,5.77,5.7,5.63,5.57
Burundi,4.02,4.03,4.03,4.03,4.01,3.98,3.96,3.95,3.95
Gambia,4.23,4.15,4.09,4.04,4.01,3.98,3.98,3.98,4.0
Congo,4.48,4.5,4.46,4.43,4.4,4.36,4.32,4.3,4.3
Panama,4.86,4.85,4.8,4.78,4.76,4.75,4.74,4.73,4.72
Singapore,5.76,5.56,5.39,5.27,5.18,5.12,5.11,5.12,5.15
Fiji,5.06,5.04,5.04,5.07,5.11,5.13,5.15,5.16,5.16
