Country,1960-1967,1968-1975,1976-1983,1984-1991,1992-1999,2000-2007,2008-2015,2016-2022
"Venezuela, Bolivarian Republic of",2.02,0.75,0.32,1.85,1.55,2.36,1.67,7.02
Bahamas,0.9,2.17,4.33,11.92,8.03,,,
Niger,2.61,13.0,27.12,40.56,30.51,31.04,40.94,64.25
Honduras,3.59,5.98,20.38,58.54,58.46,64.05,56.43,65.01
Barbados,4.59,13.47,33.67,13.76,17.99,35.18,44.56,
Gambia,6.43,9.74,53.08,89.42,46.79,40.59,56.56,91.73
Lesotho,8.63,14.76,50.54,64.55,52.23,37.8,93.92,67.59
Saint Vincent and the Grenadines,,31.43,58.38,110.19,177.07,126.1,147.29,466.21
Argentina,0.74,0.33,0.98,3.98,4.33,2.75,2.16,2.26
Cambodia,3.11,12.5,11.27,3.58,29.16,33.59,48.09,66.81
Botswana,16.63,41.55,89.87,104.03,63.04,26.13,97.8,35.06
Belarus,,,,,,7.57,11.89,8.26
Algeria,21.89,9.47,8.01,8.04,10.56,8.17,5.48,4.25
Fiji,8.94,20.45,47.92,53.78,57.65,54.72,90.11,259.01
Cabo Verde,8.31,14.23,131.48,242.72,288.94,258.07,437.38,213.23
Rwanda,2.81,8.49,25.07,34.53,63.54,51.06,93.26,96.87
Togo,4.72,10.77,29.06,47.02,32.11,12.72,48.27,44.62
Djibouti,68.39,101.52,189.35,229.88,159.21,98.64,158.55,168.85
"Micronesia, Federated States of",,,,4.58,710.55,971.12,1027.73,1010.96
