Country,1990-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2019
Nigeria,3213.4,3434.01,3861.13,4392.13,5296.85,6129.75
"Venezuela, Bolivarian Republic of",1236.59,1444.81,1560.42,1650.42,1858.65,2243.49
Chile,1003.44,972.88,899.18,844.35,825.37,874.58
American Samoa,1.25,1.46,1.61,1.79,2.09,2.34
"Palestine, State of",18.62,18.63,19.93,22.69,26.05,32.09
Burundi,528.83,565.99,535.2,526.16,564.86,635.99
Samoa,6.84,7.28,7.57,8.2,9.0,9.48
Russian Federation,7609.55,7647.56,7880.41,7451.04,7200.56,7032.57
Yemen,136.61,149.3,170.46,197.48,224.55,276.0
Saint Lucia,11.65,11.64,11.35,11.51,12.27,14.55
Spain,916.23,886.62,904.44,996.95,1095.19,1145.44
Mexico,5649.44,5810.37,5524.45,5344.41,5302.08,5786.8
South Africa,2479.34,3144.79,3848.4,4205.62,4463.75,4617.22
Cambodia,450.42,482.93,510.06,543.36,599.35,676.14
Mauritania,153.79,148.08,157.84,171.13,186.47,196.8
Monaco,1.38,1.34,1.21,1.23,1.26,1.22
Grenada,8.4,7.92,7.91,8.47,9.21,9.89
Mozambique,1056.16,1118.96,1142.63,1333.71,1694.69,1955.87
