Country,1967-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1996,1997-2000,2001-2004,2005-2008,2009-2012,2013-2016,2017-2020
Comoros,,,,,3.48,0.17,2.82,71.83,1.92,3.69,3.93,2.65
Austria,0.94,0.86,1.04,1.22,1.35,1.77,1.51,1.83,2.15,3.01,3.22,3.74
Netherlands,1.18,1.0,1.0,0.97,1.01,1.56,1.22,1.36,1.53,2.1,2.63,3.1
United Arab Emirates,,0.55,0.82,0.69,3.32,3.92,5.54,6.79,9.15,10.82,12.8,11.97
Bangladesh,3.77,2.96,5.94,3.58,3.02,2.38,1.78,1.02,1.68,2.19,3.16,2.96
Cabo Verde,,,,,0.21,0.6,,,0.26,0.08,0.25,0.82
Tajikistan,,,,,2.49,0.98,1.18,0.78,1.98,37.2,18.71,16.37
Slovakia,,,,,,1.72,0.36,0.45,0.83,2.16,2.05,2.17
"Korea, Republic of",3.39,2.23,3.94,3.04,6.13,15.63,18.7,24.26,29.03,33.26,37.1,41.51
Thailand,14.19,13.32,11.25,9.37,6.38,9.18,13.28,18.96,24.52,29.82,32.87,34.12
Mauritania,,,,0.52,0.04,0.61,1.84,1.79,16.85,36.57,39.4,38.07
El Salvador,0.3,0.07,0.15,0.01,0.0,0.12,0.03,0.09,0.44,0.33,0.72,1.6
"Venezuela, Bolivarian Republic of",0.12,0.01,0.07,0.44,0.19,0.08,0.05,0.48,1.87,11.31,14.9,16.76
New Caledonia,,0.57,0.61,2.28,0.6,0.73,0.75,2.83,9.2,8.96,26.2,35.33
Solomon Islands,,8.54,5.9,14.64,11.71,9.8,32.92,62.42,66.51,62.68,65.7,73.56
"Iran, Islamic Republic of",1.56,,0.95,0.63,2.69,2.17,5.91,14.63,17.28,25.11,37.06,35.88
Saint Kitts and Nevis,,,,,0.16,0.12,0.32,0.01,0.01,0.07,0.15,0.33
Zambia,3.29,2.68,3.94,11.87,11.43,17.1,6.94,1.49,12.99,17.34,15.82,17.5
Kazakhstan,,,,,52.41,10.85,8.48,10.84,10.49,17.08,13.55,13.64
Sweden,1.02,1.17,1.65,1.75,1.8,3.65,3.32,3.33,3.16,4.61,4.93,5.89
Albania,,,0.75,3.79,5.23,1.29,0.01,0.15,1.8,3.91,3.4,2.42
Syrian Arab Republic,5.58,4.94,1.82,0.26,0.05,0.0,0.14,0.95,0.45,0.5,0.22,0.05
Marshall Islands,,,,,,,0.0,0.03,0.01,0.17,3.64,17.03
Jamaica,0.01,0.01,0.0,0.01,0.02,0.1,0.49,6.71,6.27,1.45,2.17,1.53
Nauru,,,,,,,3.31,6.09,1.56,0.55,0.75,27.44
Belize,0.04,,0.0,0.01,0.03,0.03,0.01,0.06,0.04,0.8,1.81,0.43
Bahamas,0.03,0.08,0.08,0.02,0.14,0.85,0.01,0.02,0.51,0.61,0.11,2.73
