Country,1999-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017
Saint Lucia,89.75,96.7,93.02,93.73,,,,94.16,94.86
Angola,,,,,75.01,76.91,,,
Belgium,98.91,98.19,95.93,96.52,97.52,97.32,97.7,97.86,98.53
Madagascar,66.02,72.86,,,,,,,
Singapore,,,,,,,,,99.68
Kyrgyzstan,86.67,86.11,88.94,88.23,87.13,87.34,90.03,89.62,89.63
Norway,99.75,99.79,98.93,98.84,99.21,99.24,99.77,99.8,99.84
"Tanzania, United Republic of",53.85,77.34,88.5,96.73,98.86,92.2,85.73,83.32,83.54
Honduras,85.75,85.75,84.03,84.15,84.55,85.35,81.21,78.58,79.84
Spain,99.81,99.84,99.69,99.77,99.8,99.72,99.63,99.43,98.03
Netherlands,99.37,99.05,98.16,98.91,99.69,99.37,98.49,96.42,97.99
San Marino,85.06,,93.89,,,,,,
Sudan,,,,,,58.75,55.61,56.65,59.59
Saint Vincent and the Grenadines,96.72,97.81,96.54,95.73,95.41,94.8,93.76,91.82,93.4
Bermuda,,,96.99,,,93.46,92.71,,
Luxembourg,95.99,95.51,95.94,96.58,95.79,92.4,92.85,94.13,95.28
Nepal,68.99,79.87,80.52,,,99.14,99.71,98.44,97.26
"Virgin Islands, British",88.64,94.35,89.77,92.64,93.5,90.92,92.96,91.06,
Bahrain,95.22,92.74,90.35,90.51,,90.23,91.73,95.38,96.77
