Country,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2019,2020-2021
Portugal,14.08,14.46,13.12,12.76,11.66,12.45,13.46,14.24
Grenada,7.35,9.0,6.86,7.93,8.22,7.84,8.88,7.74
Dominica,8.61,8.64,7.71,7.98,9.57,7.93,6.86,6.33
Philippines,5.59,5.9,6.53,6.67,6.55,7.83,7.57,8.73
Bosnia and Herzegovina,8.39,11.24,11.07,12.83,14.37,15.36,15.26,15.65
New Zealand,15.39,16.87,18.15,18.05,19.28,19.13,18.78,18.71
Armenia,4.95,6.37,7.27,6.49,6.37,5.81,5.4,7.66
Mozambique,6.32,7.01,5.65,4.66,4.48,5.85,5.97,7.72
Albania,8.27,9.22,8.55,7.87,8.57,9.4,9.98,9.16
Suriname,10.41,11.16,11.3,9.17,6.84,11.99,16.59,12.4
Uruguay,15.61,15.87,14.86,17.67,18.7,20.16,20.2,21.19
Sudan,11.28,9.23,9.56,10.18,9.07,9.31,5.87,8.72
Guyana,7.37,7.0,6.44,7.88,8.82,10.5,10.52,12.93
Uganda,8.47,8.28,7.4,7.01,7.13,4.73,3.65,4.64
Costa Rica,24.86,25.92,31.03,32.53,29.86,28.32,25.96,25.27
Vanuatu,10.91,12.49,9.59,7.84,7.24,4.13,5.61,4.35
Morocco,4.18,4.04,6.67,7.44,7.22,7.04,7.29,7.2
Gabon,4.81,6.11,5.91,6.94,5.94,8.65,9.5,9.59
