Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2015,2016-2017,2018-2019,2020-2021
Zimbabwe,0.0,0.0,0.04,0.45,1.67,2.6,4.63,11.97,19.55,23.76,25.79,32.06
Uruguay,0.0,0.12,4.07,10.54,14.81,27.83,42.5,54.52,63.02,68.36,82.04,88.19
Ecuador,0.0,0.03,0.11,1.65,4.52,8.0,24.14,35.59,47.27,54.93,58.35,73.45
Turkmenistan,0.0,0.0,,0.12,0.49,1.24,2.23,7.27,13.6,19.62,,
Malta,0.0,0.08,3.82,12.92,31.73,42.85,57.31,68.38,74.57,79.54,83.72,87.16
Guinea-Bissau,0.0,0.0,0.02,0.22,1.4,2.05,2.37,2.89,4.71,14.3,19.31,31.53
Paraguay,0.0,0.0,0.1,0.74,2.45,9.03,17.66,30.33,46.36,57.24,66.76,75.49
Trinidad and Tobago,0.0,0.05,1.43,9.64,25.0,30.43,42.53,57.53,63.75,69.2,78.96,78.84
Macao,0.0,0.11,3.36,15.11,27.47,42.86,52.81,62.44,73.69,82.41,85.13,88.4
Liberia,0.0,0.0,0.0,0.02,0.03,0.55,1.61,2.77,7.7,16.0,21.19,30.79
Seychelles,0.0,0.0,1.49,8.21,17.72,32.92,40.72,46.88,52.76,57.64,72.43,78.53
Cabo Verde,0.0,0.0,0.36,1.89,4.39,7.06,21.67,34.75,41.47,53.74,60.72,66.46
Hungary,0.02,0.45,2.27,9.13,22.01,46.44,62.67,70.41,74.24,78.0,78.22,86.71
Marshall Islands,0.0,0.0,0.04,1.4,2.83,3.87,5.73,12.17,18.04,34.24,,
Kiribati,0.0,0.0,0.62,1.78,3.0,4.83,8.35,10.75,13.58,22.36,37.99,49.39
