Country,1977-1983,1984-1990,1991-1997,1998-2004,2005-2011,2012-2017,2018-2023
Botswana,53133191.39,359007291.84,380569604.4,-124107323.01,732647469.17,-282694827.97,-635930925.14
Colombia,144124300.14,386297300.2,812477612.24,389682012.82,2471482215.73,2970367622.72,1051264605.39
Nicaragua,-223331163.35,-627904494.74,-998302197.18,-460039849.61,166406162.79,157358817.07,430068666.52
Aruba,,19396648.04,10550678.37,18196328.81,41260973.66,41038361.27,129596089.39
Zimbabwe,-12971775.77,50917651.25,-2388642.49,,-640697305.37,-195942471.38,-71506962.62
Slovenia,,,582832333.01,481409533.27,-248955991.74,-7981989.76,239604254.18
Indonesia,-660470815.48,535754021.37,416351847.43,1256642926.01,11191093678.58,5118933914.58,3986903434.98
Solomon Islands,3385462.56,-11786268.97,3468732.32,-6552522.27,34417680.97,37520169.18,23662662.43
South Sudan,,,,,,-202497452.62,-45506409.97
Greece,-40927126.7,270789052.5,1607716948.59,-1139159760.21,-3623624281.72,2118672746.06,2767860696.7
Equatorial Guinea,,-14714345.05,-14556499.39,,,,
Japan,,,20853841039.55,79096405492.08,52686077352.61,5394764399.18,16670658243.4
Malta,86312125.29,-13086612.86,14001710.03,98164799.61,104343840.76,69075237.92,75648855.74
Lesotho,10218247.37,180758.49,97261979.2,9872998.35,86645852.44,33790756.5,38449421.21
Algeria,44933569.25,-414991486.51,1047277628.88,,20030085170.97,-11515737785.48,-4252462431.64
Bermuda,,,,,5541393.17,4252893.37,14691700.75
Iraq,,,,,4348627985.05,-2441847522.55,8903300295.43
Mongolia,-1233333.33,23671428.57,-4865280.34,-8860704.54,249324627.29,80372562.58,251137114.96
Georgia,,,-61973254.26,12928837.41,52677652.02,100069454.85,170002802.57
"Tanzania, United Republic of",-155668601.76,-312703831.08,-338562625.2,84613725.33,571743228.82,388174005.78,-157438556.31
Lebanon,,,,1640507822.76,3080522362.37,1882790868.18,-5633408504.02
Uzbekistan,,,,,1842675354.65,137670987.98,-540680648.48
Congo,-2093820.68,-323205869.66,-577445626.68,-541064857.48,949547015.68,-839296760.35,87622756.74
Ukraine,,,-1032181200.19,722473713.01,1484358971.06,-1792419998.42,3434497707.86
Poland,-2623428571.43,-5038393413.69,439268929.34,1275557171.95,8243131665.14,4747181877.2,14783382674.74
Saudi Arabia,881809085.14,-2509760063.39,477383024.37,1670650878.74,64733935914.95,-7747952642.14,-9672519227.68
Mauritius,-62948374.97,122351607.65,45742771.1,119883321.79,156807433.6,604600025.18,200158778.4
"Korea, Republic of",405006820.19,2066477359.28,-571306997.08,24664759174.15,15722326277.21,11898550000.0,3288366666.67
Niger,-14193855.31,-64004438.44,-44797503.22,-7979770.7,250744119.31,86629563.94,16400356.84
