Country,1975-1980,1981-1986,1987-1992,1993-1998,1999-2004,2005-2010,2011-2016,2017-2021
Sierra Leone,81.54,80.89,80.78,43.76,87.57,88.1,89.93,90.63
Peru,34.73,91.21,91.71,89.55,90.64,95.47,96.09,95.59
Finland,95.58,95.59,95.58,95.57,95.66,96.63,96.9,96.64
Suriname,92.29,0.0,93.46,93.55,93.44,92.47,92.55,93.44
Cameroon,82.46,82.53,82.68,82.62,80.5,79.95,83.15,84.66
Bahrain,8.79,0.0,0.0,0.0,44.42,88.08,87.93,85.36
Oman,0.0,0.0,0.0,0.0,66.59,88.52,92.26,91.16
Turkmenistan,,,81.81,81.79,81.72,81.35,81.35,81.38
Angola,0.0,,84.72,84.72,84.72,83.42,82.89,83.82
Senegal,83.69,88.51,89.19,96.14,95.29,94.58,94.13,90.73
Montenegro,,,,,,88.34,88.35,89.2
Botswana,94.2,94.2,94.14,94.11,93.96,93.49,92.35,90.51
Somalia,23.36,70.11,58.42,0.0,0.0,0.0,0.0,1.33
Tajikistan,,,83.46,81.54,81.72,81.16,80.76,79.66
Malawi,80.15,77.53,78.64,93.04,89.14,89.16,90.54,92.3
Costa Rica,97.46,97.42,97.34,97.31,97.39,95.43,95.2,97.37
Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99
Bhutan,0.0,0.0,0.0,0.0,0.0,45.67,92.74,93.26
Romania,93.08,93.06,90.75,88.33,88.42,90.12,93.57,96.61
Malta,93.35,93.43,93.79,96.09,96.11,96.82,97.42,97.29
