Country,1990-1995,1996-2001,2002-2007,2008-2013,2014-2019
Greenland,25.77,22.54,18.58,17.14,15.61
Greece,17.72,16.06,13.85,11.64,10.66
Guatemala,33.2,41.55,45.26,36.42,29.62
Austria,23.24,16.96,11.88,9.11,7.6
Liberia,19.1,17.14,15.55,16.14,14.59
Sudan,21.95,21.21,21.31,20.41,19.26
Philippines,9.05,8.22,6.89,6.48,6.11
Pakistan,9.42,10.5,10.5,9.96,9.15
Ecuador,35.53,32.7,33.7,31.15,26.9
Honduras,15.16,14.95,14.57,16.41,17.9
Eritrea,18.72,19.06,17.63,15.83,14.23
Argentina,20.5,19.01,17.45,15.14,14.16
Guinea,19.67,21.07,22.14,23.14,22.08
"Palestine, State of",14.27,12.06,10.81,9.74,9.18
Italy,23.53,19.44,16.19,13.36,11.49
Cook Islands,13.98,12.43,10.84,10.1,9.81
Suriname,13.71,11.61,11.46,9.53,9.8
Poland,29.85,25.89,22.17,18.49,15.73
Bhutan,10.6,9.47,9.27,9.38,9.01
Lesotho,16.26,18.16,19.89,19.87,18.97
Solomon Islands,32.06,31.76,31.96,31.11,30.31
Kyrgyzstan,49.91,37.91,32.33,31.25,28.92
cheslo,18.44,,,,
