Country,1998-1999,2000-2001,2002-2003,2004-2004,2005-2005,2006-2006,2007-2007,2008-2008,2009-2009,2010-2010,2011-2011
Spain,6.35,7.0,7.0,7.1,7.0,6.8,6.7,6.5,6.1,6.1,6.23
Canada,9.2,9.05,8.85,8.5,8.4,8.5,8.7,8.7,8.7,8.9,8.67
Bahrain,,,6.1,5.8,5.8,5.7,5.0,5.4,5.1,4.9,5.11
"Iran, Islamic Republic of",,,3.0,2.9,2.9,2.7,2.5,2.3,1.8,2.2,2.72
Tunisia,5.0,5.25,4.85,5.0,4.9,4.6,4.2,4.4,4.2,4.3,3.76
Botswana,6.1,6.0,6.05,6.0,5.9,5.6,5.4,5.8,5.6,5.8,6.08
Kiribati,,,,,,,3.3,3.1,2.8,3.2,3.08
Serbia,,,,,,3.0,3.4,3.4,3.5,3.5,3.31
Eritrea,,,,2.6,2.6,2.9,2.8,2.6,2.6,2.6,2.48
Timor-Leste,,,,,,2.6,2.6,2.2,2.2,2.5,2.38
Ecuador,2.35,2.45,2.2,2.4,2.5,2.3,2.1,2.0,2.2,2.5,2.65
Australia,8.7,8.4,8.7,8.8,8.8,8.7,8.6,8.7,8.7,8.7,8.84
Kenya,2.25,2.05,1.9,2.1,2.1,2.2,2.1,2.1,2.2,2.1,2.24
Czechia,4.7,4.1,3.8,4.2,4.3,4.8,5.2,5.2,4.9,4.6,4.37
Armenia,2.5,2.5,3.0,3.1,2.9,2.9,3.0,2.9,2.7,2.6,2.63
Mozambique,3.5,2.2,2.7,2.8,2.8,2.8,2.8,2.6,2.5,2.7,2.69
Guatemala,3.15,2.9,2.45,2.2,2.5,2.6,2.8,3.1,3.4,3.2,2.73
Montenegro,,,,,,,3.3,3.4,3.9,3.7,3.97
Equatorial Guinea,,,,,1.9,2.1,1.9,1.7,1.8,1.9,1.91
Vanuatu,,,,,,,3.1,2.9,3.2,3.6,3.53
Nepal,,,,2.8,2.5,2.5,2.5,2.7,2.3,2.2,2.21
Viet Nam,2.55,2.55,2.4,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.86
"Venezuela, Bolivarian Republic of",2.45,2.75,2.45,2.3,2.3,2.3,2.0,1.9,1.9,2.0,1.89
Croatia,2.7,3.8,3.75,3.5,3.4,3.4,4.1,4.4,4.1,4.1,4.03
Guinea,,,,,,1.9,1.9,1.6,1.8,2.0,2.11
Estonia,5.7,5.65,5.55,6.0,6.4,6.7,6.5,6.6,6.6,6.5,6.35
