Country,1993-1997,1998-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2022
Trinidad and Tobago,,152600000.0,,,,,
"Venezuela, Bolivarian Republic of",1552482000.0,1183208000.0,,,,,
Bahrain,230625000.0,334744000.0,665445000.0,970545000.0,439232500.0,539960785.11,585695000.0
Malta,,75548000.0,140442500.0,61927500.0,55420000.0,91702531.07,60767500.0
Lebanon,353410000.0,140234000.0,806227500.0,1399215000.0,425197500.0,598770952.06,198872500.0
Italy,115610580000.0,637519660000.0,974099505000.0,1297665910000.0,1113715000000.0,,
Oman,1029484000.0,831132500.0,2847490000.0,6213140000.0,4188057500.0,2580284283.31,1687325000.0
Argentina,52801254000.0,10980578000.0,4031680000.0,3059492500.0,2419070000.0,4556128321.7,4103320000.0
Jamaica,164152000.0,92612000.0,,,292160000.0,481320000.0,337413333.33
United States,5698565858000.0,19767889620000.0,22880543975000.0,40107457495597.2,36404728095000.0,43079742192500.0,41904703055000.0
Brazil,105875220000.0,105923030000.0,158639470000.0,707824970000.0,760101272500.0,598189339808.29,1278551107500.0
Qatar,,,20754100000.0,30461827500.0,29403230000.0,20104636858.6,27923955000.0
Tunisia,335822500.0,161870000.0,,1835600000.0,912762500.0,840220000.0,533235000.0
United Arab Emirates,,,20187670000.0,53064926750.0,59006889245.85,44166322500.0,83223040000.0
Slovakia,1197600000.0,771620000.0,415725000.0,133987500.0,148485000.0,,
Thailand,50275842000.0,30328008000.0,102079047500.0,141965292500.0,278668522500.0,330596701996.76,481138495000.0
Russian Federation,,37934550000.0,232237850000.0,862319107500.0,322499212500.0,137394990508.61,246671167500.0
Jordan,694240000.0,790940000.0,12834900000.0,16530642500.0,3286712500.0,2709406144.82,2097685000.0
Mexico,49756726000.0,37223276000.0,50910352500.0,97864457500.0,127800775000.0,104604279056.71,90846847500.0
Botswana,38205000.0,51480000.0,,,,158440000.0,116382500.0
Paraguay,22783333.33,12597500.0,,,,,
Belgium,17817866000.0,44810158000.0,89559217500.0,163235470000.0,106682615000.0,,
"Korea, Republic of",205985524000.0,475082640000.0,880506597500.0,1605080005000.0,1533157735000.0,1978063927224.43,3941942450000.0
China,172892140000.0,459490175000.0,612713900000.0,6574756167500.0,7839123577500.0,21978761921669.1,30663888767500.0
Cayman Islands,,,1580000.0,2525000.0,2540000.0,470000.0,2390000.0
Papua New Guinea,,940500.0,12075000.0,43425000.0,70535000.0,27503333.33,
Philippines,16210940000.0,8483018000.0,5047495000.0,18293027500.0,37463200000.0,34321947078.87,31158850000.0
Germany,570289158000.0,1355453894000.0,1359371575000.0,2681731782500.0,1351307087500.0,1439241456489.11,1504389525000.0
Costa Rica,15840000.0,120340000.0,59052500.0,49710000.0,64547500.0,47355000.0,35725000.0
Saudi Arabia,,28984550000.0,784645000000.0,435398752500.0,433102142500.0,297819952122.59,436756000000.0
