Country,2000-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021
Saudi Arabia,72.3,72.34,71.99,71.68,64.29,64.5,68.94,69.92,70.72,72.04,77.64
Liberia,22.89,20.2,7.9,12.37,12.84,13.97,11.92,10.44,13.66,16.2,6.01
Bahamas,39.74,40.05,39.6,39.25,44.22,44.84,44.56,44.65,51.83,50.69,58.2
Latvia,49.74,49.7,55.94,61.22,59.99,61.84,60.18,59.18,56.51,59.79,66.38
Guinea,6.97,10.38,5.75,6.91,7.76,12.03,14.4,10.08,13.82,19.52,19.12
Estonia,76.92,75.85,73.61,74.55,76.0,73.76,74.8,74.47,73.95,73.98,76.59
Maldives,32.88,30.36,32.25,41.96,56.74,49.68,50.62,66.89,71.65,77.82,75.79
Colombia,74.79,76.78,72.68,71.37,70.71,72.86,69.86,70.62,70.69,70.75,71.94
Kazakhstan,53.8,54.16,61.58,67.18,75.11,69.1,68.76,67.43,60.82,60.39,65.56
Montenegro,,,,,,60.97,60.88,60.26,58.76,60.2,61.82
Gambia,9.93,9.83,14.79,15.26,17.96,23.09,27.97,33.61,36.0,36.58,57.86
Comoros,9.95,13.57,11.67,10.82,8.12,12.8,14.15,10.36,12.58,15.84,18.41
Hungary,67.88,69.61,69.89,69.07,67.87,66.42,65.53,67.26,68.08,68.78,71.34
Grenada,36.47,42.4,47.71,39.16,38.19,39.79,40.74,42.74,40.16,41.04,40.05
Iraq,,45.26,68.42,62.43,77.03,73.87,39.14,30.18,48.52,49.24,47.19
