Country,1962-1969,1970-1977,1978-1985,1986-1993,1994-2001,2002-2009,2010-2016,2017-2023
Mongolia,,,1330.0,1272.5,487.5,1106.25,3477.14,3921.43
Angola,,,,760.0,357.5,1768.75,3828.57,1928.57
Libya,1066.25,5006.25,9795.0,7098.75,6055.0,8093.75,10135.71,9704.29
Panama,618.75,1161.25,2416.25,2911.25,3675.0,5227.5,10342.86,15264.29
Brazil,,,,4026.0,3971.25,5033.75,10971.43,8590.0
Central African Republic,81.25,138.75,290.0,451.25,292.5,335.0,424.29,458.57
Grenada,,,1265.71,2590.0,3732.5,5815.0,6878.57,8715.71
Marshall Islands,,753.33,1206.25,2168.75,2717.5,3340.0,4280.0,6520.0
Comoros,,,552.5,885.0,765.0,1093.75,1495.71,1525.71
Liberia,193.75,330.0,471.25,297.5,147.5,282.5,568.57,641.43
Albania,,,,572.5,862.5,2821.25,4417.14,5727.14
Papua New Guinea,165.0,415.0,741.25,927.5,848.75,855.0,2244.29,2497.14
Italy,1428.75,3468.75,7598.75,17296.25,21621.25,31400.0,35372.86,35081.43
Madagascar,148.75,238.75,431.25,315.0,283.75,357.5,475.71,492.86
Saint Vincent and the Grenadines,167.5,297.5,903.75,1981.25,3018.75,5375.0,6875.71,8718.57
Turkmenistan,,,,825.0,605.0,1870.0,5781.43,6596.67
Nepal,58.75,91.25,138.75,188.75,208.75,333.75,765.71,1202.86
Sint Maarten (Dutch part),,,,,,,30252.5,33155.0
Trinidad and Tobago,748.75,1547.5,5232.5,3987.5,4481.25,11527.5,17192.86,15637.14
Kiribati,,,628.75,701.25,1337.5,1592.5,2804.29,3322.86
Turks and Caicos Islands,,,,,,,23486.67,24275.71
South Africa,686.25,1366.25,2511.25,2828.75,3515.0,5161.25,7247.14,6465.71
Kyrgyzstan,,,,485.0,341.25,526.25,1071.43,1330.0
"Congo, The Democratic Republic of the",,,,480.0,128.75,222.5,390.0,542.86
