Country,1975-1980,1981-1986,1987-1992,1993-1998,1999-2004,2005-2010,2011-2016,2017-2021
Rwanda,46.01,45.98,47.18,48.05,52.64,54.85,54.36,53.29
Malawi,65.14,65.27,64.47,40.56,35.42,36.11,32.3,36.67
Austria,72.68,70.71,73.12,73.09,70.72,72.16,75.04,71.94
Uganda,14.32,34.52,50.55,45.81,37.67,33.12,31.91,30.46
Panama,41.38,19.6,30.29,47.68,47.79,47.85,48.11,47.8
Angola,44.11,39.69,34.78,28.26,24.12,19.06,18.6,38.59
Djibouti,32.39,30.05,30.88,34.76,35.08,35.16,35.18,34.91
Estonia,,,65.25,66.44,72.72,78.55,81.15,79.78
Israel,61.44,65.39,68.31,68.13,67.0,66.65,65.82,65.45
Togo,39.57,39.55,34.24,24.26,23.89,28.84,30.43,32.13
Benin,41.94,48.16,44.01,38.97,35.96,38.43,42.78,56.66
Mexico,29.91,36.03,37.98,44.33,49.62,47.6,40.51,42.69
Luxembourg,84.47,84.87,85.84,85.74,85.22,85.23,87.47,87.41
"Congo, The Democratic Republic of the",16.69,8.87,10.4,14.84,16.27,17.79,13.42,15.34
Finland,88.79,89.32,89.95,89.84,89.93,90.0,88.92,87.76
Cyprus,61.17,61.37,61.45,62.17,61.41,62.08,62.01,60.49
Poland,54.75,55.64,61.68,67.73,66.65,67.39,67.54,64.85
Bhutan,60.46,60.66,60.67,60.83,62.78,68.4,69.83,67.3
Congo,22.68,22.88,28.57,37.92,29.34,28.97,28.13,28.61
