Country,1970-1977,1978-1985,1986-1993,1994-2001,2002-2009,2010-2016,2017-2023
Lebanon,7.0,7.0,7.0,6.88,6.0,6.0,6.0
Benin,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Tuvalu,6.0,6.0,6.0,6.5,7.0,7.0,7.0
Türkiye,6.0,6.0,6.0,6.0,6.12,7.57,8.0
Central African Republic,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Bosnia and Herzegovina,8.0,8.0,8.0,8.0,8.0,8.0,8.0
Finland,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Dominica,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Equatorial Guinea,7.0,7.0,7.0,7.0,6.62,6.0,6.0
United Kingdom,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Nicaragua,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Panama,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Turks and Caicos Islands,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Mexico,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Indonesia,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Zambia,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Singapore,6.0,6.0,6.0,4.75,4.0,4.0,4.0
"Palestine, State of",8.0,8.0,8.0,8.0,8.0,8.0,8.0
Uganda,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Djibouti,7.0,7.0,7.0,7.0,7.0,7.0,7.0
United States,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Mauritania,7.0,6.0,6.0,6.0,6.25,7.0,7.0
Senegal,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Sierra Leone,7.0,7.0,7.0,6.62,6.0,6.57,7.0
Rwanda,6.0,7.38,7.62,6.0,6.0,6.0,6.0
"Tanzania, United Republic of",6.0,6.0,6.0,6.0,6.0,6.0,6.0
