Country,1970-1973,1974-1977,1978-1981,1982-1985,1986-1989,1990-1993,1994-1997,1998-2000,2001-2003,2004-2006,2007-2009
Germany,7.6,8.35,9.05,9.65,10.18,10.65,11.05,11.4,11.7,11.93,12.17
Niger,0.12,0.2,0.25,0.35,0.45,0.58,0.7,0.83,0.97,1.07,1.23
Mozambique,0.55,0.68,0.85,1.08,1.3,1.55,1.8,2.07,2.27,2.5,2.7
Bahamas,7.18,7.85,8.45,8.98,9.45,9.95,10.45,10.87,11.2,11.5,11.9
Nigeria,1.32,1.65,2.1,2.62,3.2,3.75,4.38,4.93,5.37,5.83,6.23
New Zealand,7.7,8.6,9.35,10.03,10.65,11.22,11.77,12.2,12.57,12.9,13.2
Iraq,2.25,2.55,2.95,3.42,3.62,3.78,4.05,4.3,4.6,4.9,5.2
Central African Republic,0.62,0.8,1.02,1.35,1.65,1.98,2.35,2.67,2.9,3.2,3.5
Nicaragua,3.0,3.47,3.97,4.53,5.08,5.58,6.08,6.5,6.9,7.2,7.5
Philippines,6.02,6.65,7.25,7.82,8.32,8.75,9.15,9.5,9.8,10.1,10.33
"Tanzania, United Republic of",1.78,2.15,2.55,3.08,3.55,4.05,4.53,4.9,5.2,5.5,5.8
Equatorial Guinea,1.75,2.15,2.55,3.03,3.55,4.05,4.58,5.03,5.43,5.8,6.2
Ecuador,4.42,5.05,5.7,6.35,6.95,7.52,8.1,8.57,8.97,9.37,9.7
North Macedonia,5.45,6.12,6.83,7.55,8.25,8.85,9.48,9.97,10.37,10.7,11.07
Finland,7.2,8.02,8.9,9.7,10.35,10.9,11.35,11.7,12.0,12.2,12.37
