Country,1996-2000,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
Mauritania,1.0,1.67,7.0,8.67,9.33,10.0,9.67,8.0
Azerbaijan,3.0,5.33,9.67,9.67,9.0,8.67,8.0,5.67
Belarus,2.0,4.0,5.33,6.0,6.67,6.67,6.0,4.67
Chile,5.33,7.33,9.33,9.0,9.0,9.0,9.0,8.0
Bosnia and Herzegovina,2.33,4.67,7.67,8.0,8.33,7.33,7.0,5.33
Bahamas,2.0,2.0,2.0,3.0,3.67,3.0,3.0,3.0
Lebanon,3.0,4.67,6.33,7.33,8.0,8.0,8.0,6.0
Russian Federation,5.33,7.0,8.33,9.0,9.0,8.67,8.0,6.0
Antigua and Barbuda,1.0,1.33,2.0,1.0,1.0,1.0,1.0,1.0
Cabo Verde,,2.67,5.67,6.33,7.33,7.33,7.0,7.0
Monaco,,,,,,1.0,1.0,1.0
Cayman Islands,1.0,1.0,1.0,1.67,2.0,2.0,2.0,2.0
Poland,5.33,7.0,8.33,9.33,10.0,9.67,9.0,8.0
Haiti,2.0,4.0,6.33,7.67,9.0,8.67,9.0,6.33
Saint Lucia,,2.0,3.0,2.0,2.67,3.0,2.0,2.0
