Country,1966-1974,1975-1982,1983-1990,1991-1998,1999-2006,2007-2013,2014-2020
Luxembourg,,,,0.34,0.39,0.43,0.48
Antigua and Barbuda,,,,,0.27,0.77,0.18
Spain,5.69,10.92,6.46,3.27,3.17,4.64,5.26
Mali,1.25,1.66,10.8,4.21,0.49,0.7,0.54
Timor-Leste,,,,,1.34,26.41,0.31
Belarus,,,,1.5,1.41,1.0,0.85
Lesotho,,,,,0.06,0.27,0.01
Rwanda,,1.69,1.2,0.76,0.12,0.06,0.19
Sudan,6.63,6.58,9.67,11.6,5.46,2.53,13.54
Afghanistan,3.71,2.24,0.26,1.34,4.52,9.13,5.5
"Bolivia, Plurinational State of",0.0,0.0,0.03,0.04,0.06,0.03,0.01
Tajikistan,,,,0.51,5.35,7.25,10.51
Lao People's Democratic Republic,0.06,4.96,0.1,0.06,0.11,0.02,0.01
Djibouti,,0.44,5.72,27.16,6.15,13.24,8.17
Macao,0.07,0.46,0.37,0.01,0.06,0.03,0.07
"Tanzania, United Republic of",0.94,2.58,2.86,0.46,0.33,0.32,0.29
Dominica,,,,,0.53,8.56,1.49
"Korea, Republic of",0.56,2.62,1.24,1.61,1.78,2.63,1.7
India,5.28,6.27,2.47,2.56,3.36,4.01,3.67
New Caledonia,,0.0,0.02,0.0,0.01,0.01,0.05
