Country,1989-1991,1992-1994,1995-1997,1998-2000,2001-2003,2004-2006,2007-2009,2010-2012,2013-2015,2016-2018,2019-2021,2022-2023
Yemen,,,7.65,6.06,4.74,5.17,5.78,5.06,6.83,,,
Zimbabwe,,,,,,,,,1.84,3.75,26.37,102.28
Angola,,,53.19,38.48,55.55,45.41,8.34,11.76,13.03,11.17,12.9,11.53
Solomon Islands,,,,,,,,10.91,10.44,10.23,8.38,
Saint Vincent and the Grenadines,6.92,7.74,6.96,7.02,7.18,6.63,6.59,6.33,6.8,6.92,6.24,5.98
San Marino,,,,,5.61,5.37,5.13,4.91,3.46,2.38,2.95,3.41
Jordan,,,3.23,4.42,5.68,4.67,3.7,5.27,4.54,4.78,3.57,3.54
Papua New Guinea,9.07,7.71,6.11,9.73,10.14,10.58,8.12,9.76,9.05,8.0,7.26,7.87
Azerbaijan,,,,6.85,8.62,7.44,7.65,8.44,8.51,7.98,7.93,5.46
Bahrain,0.99,7.54,6.69,6.6,7.29,4.88,5.57,5.58,4.64,,,
Singapore,2.88,3.02,2.86,3.69,4.47,4.83,4.95,5.21,5.21,5.16,5.08,
Canada,4.22,3.06,3.16,3.62,3.51,3.61,3.18,2.48,2.53,2.6,,
Japan,,2.58,2.37,2.03,1.84,1.36,1.23,1.02,0.77,0.71,,
Haiti,,,,,,18.57,16.29,12.18,8.28,7.3,7.97,7.49
Bosnia and Herzegovina,,,,,7.51,5.64,3.81,4.51,3.91,3.21,2.43,2.83
