Country,1800-1821,1822-1843,1844-1865,1866-1887,1888-1909,1910-1931,1932-1952,1953-1973,1974-1994,1995-2015
Eritrea,47.88,47.88,47.88,47.88,47.88,47.87,47.6,47.63,44.87,36.72
French Polynesia,41.6,41.6,41.6,41.6,41.6,41.6,42.28,39.44,29.96,18.69
Afghanistan,48.14,48.14,48.14,48.14,48.14,48.3,50.68,51.3,50.0,43.31
Malaysia,38.3,38.3,38.3,38.3,38.3,37.33,39.03,37.88,28.98,19.82
Martinique,39.95,39.95,39.95,39.95,39.95,39.93,40.02,34.66,18.0,13.7
North Macedonia,41.16,41.16,40.25,39.77,37.91,34.99,32.38,28.86,19.75,12.37
"Taiwan, Province of China",40.71,40.71,40.71,40.54,39.56,41.53,41.98,,,
Somalia,47.31,47.31,47.31,47.31,47.31,47.41,48.85,47.36,46.97,46.78
Sudan,45.85,45.85,45.85,45.85,45.85,45.86,46.11,46.65,43.75,37.25
Mali,43.25,43.25,43.25,43.25,43.25,43.29,45.09,50.42,49.28,47.01
Malawi,46.74,46.74,46.74,46.74,46.74,46.74,47.14,52.36,51.49,42.76
Burundi,46.87,46.87,46.88,46.93,46.93,46.93,47.38,48.07,49.97,43.71
Egypt,42.15,42.11,42.04,42.0,41.97,45.34,45.49,44.62,36.45,26.12
"Tanzania, United Republic of",46.49,46.49,46.49,46.49,46.49,46.48,46.69,48.91,45.58,41.4
Norway,29.37,31.27,32.01,30.72,29.09,22.33,17.58,17.28,13.2,12.59
Central African Republic,45.03,45.03,45.03,45.03,45.03,44.76,40.74,43.27,41.8,37.0
"Virgin Islands, U.S.",38.94,38.94,38.94,38.94,38.94,38.84,36.88,40.31,25.36,15.11
Türkiye,47.63,47.63,47.63,47.63,47.55,46.88,47.11,44.43,31.45,19.79
Tonga,45.03,45.03,45.03,45.03,45.03,45.22,48.03,43.11,32.69,27.7
Bulgaria,36.46,36.46,36.46,36.03,40.43,37.9,24.0,17.29,13.62,9.09
Lesotho,40.78,40.78,40.78,40.78,40.78,40.77,40.86,42.37,38.58,30.04
Bosnia and Herzegovina,41.22,41.22,39.82,37.6,37.02,36.49,36.48,28.97,17.14,9.75
Ghana,44.52,44.52,44.52,44.52,44.52,44.5,44.27,46.53,41.43,34.12
Croatia,40.2,40.2,40.2,41.54,40.73,37.26,26.58,17.36,13.14,9.98
Cuba,40.4,40.4,40.4,40.4,37.33,38.04,31.35,30.72,17.4,12.03
Nicaragua,42.81,42.81,42.81,42.81,44.26,46.0,46.59,49.76,40.54,24.67
Netherlands,36.14,35.89,33.82,35.19,32.25,25.81,22.18,19.9,12.71,11.65
Trinidad and Tobago,32.82,35.02,35.88,36.46,34.86,31.64,35.52,33.35,24.87,15.01
