Country,1977-1982,1983-1988,1989-1994,1995-2000,2001-2006,2007-2012,2013-2018,2019-2023
Bulgaria,243319047.62,-261589803.13,528329920.0,1374726126.19,3295995005.48,7181033361.7,7814156263.36,10354140438.13
"Bolivia, Plurinational State of",321481880.6,347782296.26,516658684.55,1033916798.99,1406140943.9,4259033302.37,7209521864.45,6421951179.56
Türkiye,1409978489.57,2138421784.54,5266010704.37,15164773270.29,45352717587.3,87750881600.16,101355415377.41,93030262635.64
Niger,,,57832337.01,96946196.47,217076464.29,454500101.33,626354039.18,798615901.09
Eswatini,69639366.24,83979676.41,165819485.33,233082306.2,102305469.06,189210061.66,268702524.22,314489987.75
Cameroon,239158218.95,406597604.0,406330544.07,813726092.63,1260619372.31,1811198897.94,2752957799.66,3187834349.33
"Venezuela, Bolivarian Republic of",1590313953.49,2358032602.04,1365846008.77,6544559741.34,9039511919.98,24529758970.27,42393553773.04,
New Zealand,249602149.33,1265454452.61,3274078563.47,4403057605.8,6499353142.88,11595004307.29,16568945270.96,18580858800.85
Maldives,,,,,131062001.95,218493407.89,533579239.03,599146680.9
Brunei Darussalam,,,,,,-286325943.07,-241507992.85,-237292582.33
Israel,,,,13042687746.91,14428489691.5,23805350963.64,33095762381.5,39089330981.89
Angola,,,,,21620143.8,441329674.08,900542619.28,859712672.12
Tajikistan,,,65642687.25,79134663.87,200058037.25,675627115.72,907177369.27,841048163.88
Pakistan,2216432093.45,3310092101.58,5034097535.35,5236358641.76,6490759377.69,7265193972.2,16961611780.59,19243602951.07
Qatar,,,,,,991656771.98,510254656.59,976374409.34
Congo,,,,,177071346.29,498129071.13,791131274.7,717581055.16
Greenland,,,,,50379361.41,79905838.43,93816431.83,117178426.56
Bermuda,,,,160606200.0,203446000.0,265918000.0,291419666.67,291719000.0
Libya,,,,,-5241509410.98,-7725071935.98,-6808685984.39,-13991140770.28
Malaysia,3259713948.5,4339012793.57,2028528250.92,2329453254.87,1641100241.58,2416023928.16,3937148867.62,4145852412.17
Algeria,,,,3478207818.75,6269429496.67,10941867563.49,13254260163.28,11763995233.05
Macao,,,14450058.54,20725562.59,30902806.39,41500647.69,60756317.3,85800079.16
Eritrea,,,55221514.73,60875949.59,70643228.35,52617886.18,,
Solomon Islands,7671548.92,12043827.57,22557954.51,25356172.63,7019075.31,19411550.28,31435256.55,34032921.99
Saint Vincent and the Grenadines,9375925.93,22829012.35,33474074.07,46843746.91,61763160.49,99697666.67,116553870.37,154641481.48
Somalia,55992116.46,45663111.11,43347966.12,,,,,
Mexico,11052185252.65,12998120370.45,24051580135.14,23775407119.94,36907872237.81,37673828532.46,64050278235.98,79551707104.05
Hong Kong,,,,4008513743.83,3965559345.08,8129031767.61,12130092023.39,14100515435.08
