Country,1970-1977,1978-1985,1986-1993,1994-2000,2001-2007,2008-2014,2015-2021
Bhutan,,6608629.72,15358758.18,22031256.0,54406630.65,127059600.67,117305019.39
Bosnia and Herzegovina,,,,196079266.27,1014535953.47,2545906750.0,2941879268.64
Libya,,,3113791981.85,3225697999.21,3694314653.82,6429464948.63,5484155079.98
Portugal,2442990290.55,4242533926.87,10255357467.71,17580691914.32,28456971824.81,40955197304.17,41146415159.34
Colombia,1357561066.61,3253142593.95,4715620004.81,10693413579.7,15109847845.7,35897174261.98,34040405368.2
Bulgaria,,2460128152.92,2509701368.67,1214120489.98,3694866890.47,7672277821.52,9234209950.5
Brazil,9926515404.15,25704648157.23,40357839965.49,92412437846.09,115455861518.05,421366920112.01,369359121211.02
Afghanistan,134409330.25,243393533.12,,,530730049.08,1369854643.02,1415991019.86
Morocco,443190534.94,1321320974.19,2451315574.49,3669644472.59,5284502002.53,9149840422.48,11722786161.52
Benin,25298099.42,72020485.21,162068310.42,419434324.58,783593756.13,1322840424.21,1410647046.25
Uruguay,128032616.79,332631346.81,80341388.58,219143508.72,413607878.37,1862396460.1,3917198613.23
Bahamas,30088633.08,79903446.19,161917125.04,331311917.11,623715638.83,750386009.52,857574013.95
Tajikistan,,,20088034.3,99009090.11,297415207.99,1112291821.48,677673996.05
Thailand,890572608.78,3146269920.12,9267632037.99,22250692524.78,27739520536.5,56216455986.05,83729601965.12
Mauritania,18090380.09,47575184.69,89168325.69,125533921.1,177467645.32,390776626.54,568632278.92
Saint Kitts and Nevis,1856616.7,6821262.64,20462775.39,40114275.49,59432351.7,94544747.99,124444702.87
Namibia,,288611822.01,335463930.41,397705145.66,697363082.83,1257331116.84,1349830136.78
Australia,11773810180.23,25953235081.14,46267031687.42,64419300832.26,97094030165.88,215459021560.6,240287605504.98
Germany,55133312366.93,122416553786.84,258212544631.64,374918104298.93,452891553183.12,652540137561.9,700562357200.85
Ecuador,336011347.57,1164123254.5,1329146444.78,2548100193.01,4329618253.68,9926536956.96,17797957931.98
Lesotho,1965552.45,24659361.34,46530190.95,81114231.07,94312427.3,306265366.96,326133069.55
Tonga,1307171.75,3289395.28,7364043.37,16438612.67,19236681.63,34435162.31,42142733.58
Austria,4692186769.55,11049293885.81,23810184430.27,35009275488.42,47914160133.1,73484118296.68,79734972609.1
Haiti,14497884.12,37611560.83,52914278.89,52072141.98,156896565.61,534864545.3,790305037.52
Rwanda,10437201.19,53556868.74,161790692.75,165315039.69,251988288.44,776239977.96,1164611953.74
Guyana,19866975.25,38210050.25,12827285.08,15176366.13,29794288.74,88437988.62,150483700.92
Saint Lucia,,12922295.04,25791086.6,37019292.48,82689587.09,231325169.55,317209024.35
Cayman Islands,,,,,235837941.77,255965603.06,302063653.07
