Country,1972-1976,1977-1981,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017,2018-2022
Bahamas,2.0,2.0,2.2,2.8,2.0,1.2,1.0,1.0,1.0,1.0
Algeria,6.0,6.0,6.0,4.8,6.2,5.0,5.0,5.0,5.0,5.0
Australia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tonga,2.8,3.0,3.0,3.0,3.0,3.0,3.0,2.8,2.0,2.0
Uruguay,5.0,5.6,2.8,2.0,2.0,1.4,1.0,1.0,1.0,1.0
El Salvador,3.0,4.6,4.4,3.6,3.0,3.0,3.0,3.0,3.0,3.8
Equatorial Guinea,6.4,6.4,6.6,6.8,7.0,6.6,6.0,7.0,7.0,7.0
Thailand,4.0,4.2,3.6,3.4,4.0,3.0,3.4,4.0,4.8,4.8
Central African Republic,7.0,6.0,5.8,5.4,4.4,4.4,4.6,5.0,7.0,7.0
Liechtenstein,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Qatar,5.0,5.0,5.0,5.2,6.0,6.0,5.2,5.0,5.0,5.0
Sierra Leone,5.0,5.0,5.0,5.2,5.8,4.8,3.0,3.0,3.0,3.0
Ireland,1.8,1.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0
Namibia,5.0,,,2.75,3.0,3.0,2.4,2.0,2.0,2.0
Papua New Guinea,2.0,2.0,2.0,2.8,4.0,3.0,3.0,3.0,3.0,3.0
