Country,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019
Lithuania,,17.09,13.74,15.26,10.62,5.02,9.81,16.6,12.56,9.91,7.46,6.2
Colombia,9.12,9.59,15.73,16.68,12.34,10.77,10.89,10.54,9.4,8.44,8.78,9.54
Tunisia,,,15.58,14.63,13.87,12.43,12.86,15.69,16.78,15.16,15.44,15.3
Tuvalu,,,,6.53,,,,,,,8.49,
Barbados,18.33,19.12,12.54,9.84,11.0,,10.02,10.69,11.55,10.98,8.43,8.36
South Sudan,,,,,,,12.15,,,,,
Argentina,7.3,15.89,13.84,17.3,13.46,9.28,8.25,7.44,7.16,7.27,8.35,9.53
Paraguay,5.05,5.32,5.04,7.74,6.05,5.0,4.94,4.62,4.23,4.8,4.93,6.4
Trinidad and Tobago,19.33,17.3,14.11,11.12,8.92,5.9,4.96,3.73,3.2,2.46,3.21,
Cyprus,2.6,2.8,4.13,4.08,4.59,4.23,4.5,7.06,13.84,15.5,12.0,7.72
Liechtenstein,0.88,1.17,1.63,1.28,2.39,2.24,,,,,,
Vanuatu,,,,,,8.01,4.56,1.85,,,,7.94
gbm,4.43,4.21,0.8,0.9,1.07,1.91,1.4,3.3,2.6,1.98,2.67,
Thailand,1.82,1.17,2.41,2.27,1.47,1.2,1.34,0.64,0.42,0.59,0.76,0.74
Senegal,,,,5.65,,10.03,,10.36,,6.76,4.08,2.86
Guam,4.29,7.93,10.45,13.31,7.35,7.85,9.3,10.75,11.85,7.25,5.4,
"Micronesia, Federated States of",,,,,,,,,,8.86,,
Kenya,,,10.0,,,9.96,9.6,,,,2.76,5.01
Cayman Islands,6.56,5.26,4.15,6.46,3.53,3.22,5.0,6.73,6.24,4.47,,
Poland,14.02,13.74,11.06,18.19,18.73,11.72,7.64,9.64,10.21,8.25,5.52,3.56
North Macedonia,26.17,34.8,34.3,31.55,37.03,35.48,32.97,31.7,30.01,27.05,23.05,19.0
Zambia,19.3,15.3,12.0,12.93,15.9,,7.93,13.19,7.85,,11.63,12.26
Saint Lucia,16.8,16.39,20.05,18.44,20.62,15.0,14.04,18.86,20.64,,18.86,17.2
Uganda,0.93,,,3.5,2.75,,3.6,,2.73,,10.09,
Nicaragua,,,,4.12,6.46,5.1,7.18,7.83,5.24,4.61,3.6,5.2
Ukraine,,6.64,10.7,10.97,8.28,6.58,7.6,7.98,7.35,9.2,9.43,8.5
Algeria,23.74,29.79,25.43,27.66,18.88,13.03,10.74,9.96,10.4,10.71,11.88,
Dominican Republic,,,,6.82,6.61,5.4,5.12,5.65,7.04,7.16,6.56,6.11
Denmark,9.62,7.29,5.19,4.3,5.14,3.85,5.04,7.76,7.59,6.6,5.91,5.07
