Country,1970-1975,1976-1981,1982-1987,1988-1993,1994-1998,1999-2003,2004-2008,2009-2013,2014-2018,2019-2023
Rwanda,44.38,44.38,44.38,44.38,44.38,54.62,63.75,72.5,74.75,84.88
Philippines,36.46,39.38,39.38,58.65,67.25,70.0,72.5,75.0,78.75,78.75
Bhutan,55.0,55.0,55.0,55.0,55.0,55.0,61.0,72.5,75.0,75.0
Comoros,35.62,35.62,41.04,43.75,43.75,43.75,43.75,46.25,63.25,65.0
Canada,67.08,75.42,83.02,94.38,97.5,97.5,97.5,97.5,97.5,100.0
Thailand,51.88,51.88,51.88,51.88,52.5,63.75,66.0,75.0,75.0,78.12
Honduras,50.83,51.88,51.88,51.88,55.38,63.12,64.38,68.5,75.0,75.0
"Tanzania, United Republic of",58.75,58.75,60.42,61.25,62.5,67.5,78.5,81.25,81.25,81.25
Dominican Republic,37.5,46.56,55.62,59.58,69.75,75.12,78.12,78.12,83.62,86.25
Saint Vincent and the Grenadines,56.25,57.5,57.5,59.17,64.0,65.62,68.12,68.12,68.12,68.12
United Arab Emirates,17.5,17.5,17.5,17.5,17.5,26.88,26.88,26.88,27.5,77.88
Costa Rica,57.71,63.12,63.96,65.62,74.62,77.5,78.0,80.0,80.0,87.88
France,57.4,62.5,67.29,78.44,86.25,88.12,94.62,97.5,98.5,100.0
Mexico,55.52,58.12,60.21,64.38,67.5,71.5,73.5,79.12,88.75,88.75
Niger,37.5,38.75,38.75,38.75,42.25,47.5,53.75,53.75,54.38,55.62
Norway,63.75,73.54,80.0,81.35,87.62,89.38,94.38,96.88,96.88,96.88
Morocco,38.12,38.12,38.12,38.12,43.12,44.38,72.62,73.12,73.62,75.62
Hong Kong,64.06,68.75,72.29,74.38,81.88,86.88,86.88,86.88,88.88,90.88
"Bolivia, Plurinational State of",45.31,53.75,53.75,56.25,57.75,60.62,62.5,69.88,86.38,88.75
Cambodia,51.88,51.88,51.88,53.54,60.62,66.25,67.75,73.75,75.0,78.75
Brunei Darussalam,38.75,38.75,40.83,41.88,41.88,45.38,46.88,51.88,53.12,53.12
Zambia,46.88,46.88,48.96,55.1,60.62,60.62,60.62,61.62,72.5,81.25
Malawi,42.5,42.5,42.5,42.5,45.0,56.5,61.0,66.25,77.0,78.5
Greece,43.75,43.75,63.33,70.62,73.12,73.12,77.25,93.12,97.5,99.0
Malta,38.12,45.31,49.48,46.88,57.5,60.88,73.88,79.5,87.5,89.75
Dominica,49.17,60.0,60.0,60.0,60.0,61.0,62.5,62.5,62.5,62.5
Djibouti,43.75,43.75,43.75,47.92,52.5,53.12,56.88,62.5,63.0,71.25
Uruguay,60.0,60.42,62.5,64.58,67.12,68.75,71.25,81.88,86.25,88.75
