Country,1976-1983,1984-1991,1992-1999,2000-2007,2008-2015,2016-2023
nld_curacao,,,,390310700.0,580101550.0,674359000.0
Suriname,223700.0,210875.0,29278875.0,383932125.0,1169162750.0,1164942857.14
Trinidad and Tobago,0.0,247637500.0,1451425000.0,3110087500.0,6123933225.0,6386246242.86
Niger,,19671647801.0,39652289650.0,123614992375.0,265450208437.5,430620184937.5
Saint Vincent and the Grenadines,27527142.86,73238750.0,114922500.0,171501112.5,278059737.5,389987500.0
North Macedonia,,141403500.0,28379232537.5,41937250000.0,63393750000.0,92728000000.0
Dominican Republic,473650000.0,3033240487.5,19330250000.0,60455456500.0,154366386287.5,337587888487.5
Australia,,32551000000.0,41045750000.0,70708125000.0,95754500000.0,133338375000.0
Vanuatu,,,4040500000.0,5082875000.0,8006625000.0,10281666666.67
Croatia,,,3241841340.0,5317191250.0,7111750337.5,9698217612.5
Liechtenstein,,,,,215400000.0,240900000.0
Belize,32517536.06,74548811.7,173847624.79,293863340.41,450521844.66,733756756.58
Zimbabwe,363504475.0,713037837.5,852482187.5,520158350.0,1477760937.5,1404163377687.5
Lebanon,,325768638400.0,2114210094262.5,3639873409750.0,5051216673300.0,103026338840412.5
"Moldova, Republic of",,,1137175800.0,4777606500.0,14282665375.0,29766150025.0
Saint Lucia,,,,416958900.0,518444137.5,753858862.5
