Country,1961-1972,1973-1984,1985-1996,1997-2007,2008-2018
Bermuda,2708.42,2876.25,2934.67,2612.27,2677.17
Jordan,2151.75,2408.58,2689.0,2929.91,2965.45
Romania,2948.83,3126.42,2967.08,3255.82,3426.55
Guinea,2000.08,2292.58,2431.75,2382.0,2626.0
"Taiwan, Province of China",2520.33,2759.25,2931.75,3026.0,2957.91
Grenada,2026.33,2169.58,2379.83,2331.45,2413.64
Bulgaria,3391.67,3563.83,3242.83,2774.36,2801.82
Greece,2973.83,3367.75,3526.5,3589.91,3420.27
Malta,3026.67,3168.17,3127.75,3353.64,3395.45
Ecuador,2128.58,2261.33,2295.92,2251.73,2457.91
Cambodia,1975.75,1724.5,1941.25,2191.18,2458.18
Netherlands,3031.42,3082.08,3251.17,3245.64,3234.09
Belgium,,,,3723.62,3743.45
Haiti,1902.42,1945.33,1768.58,1911.73,2110.0
"Korea, Republic of",2509.67,3055.25,3008.0,3083.45,3319.45
North Macedonia,,,2506.4,2797.36,2978.36
"Korea, Democratic People's Republic of",2004.67,2158.67,2204.0,2146.91,2074.27
Egypt,2226.0,2725.17,3177.5,3377.82,3438.0
