Country,1961-1965,1966-1970,1971-1975,1976-1980,1981-1985,1986-1990,1991-1995,1996-2000,2001-2005,2006-2010,2011-2014,2015-2018
Eswatini,0.0,0.07,0.1,0.1,0.12,0.13,0.12,6.6,6.56,2.03,2.1,3.88
Austria,7.32,7.52,7.5,6.04,6.57,8.25,10.03,10.4,11.54,14.06,13.94,14.04
Italy,12.19,13.1,12.93,13.69,16.53,20.62,21.72,22.05,24.4,25.35,26.09,29.7
Uganda,8.81,12.13,16.12,15.94,12.82,13.03,10.65,8.1,8.61,12.63,13.3,11.57
Bulgaria,3.46,6.21,8.73,7.63,7.94,6.41,1.8,3.38,3.97,5.89,6.22,7.08
Albania,1.8,2.93,3.55,3.37,3.23,2.84,0.87,1.96,4.32,5.42,5.26,6.18
Togo,5.71,10.35,10.18,10.08,10.67,12.53,11.33,12.61,7.89,7.5,11.64,12.22
El Salvador,1.87,1.8,1.68,1.75,2.1,2.3,2.46,2.21,6.04,6.92,7.44,6.8
Uzbekistan,,,,,,,0.88,0.44,0.28,0.41,1.02,2.39
Turkmenistan,,,,,,,4.99,1.88,3.06,3.5,3.69,3.15
Türkiye,3.13,4.31,3.6,4.98,7.82,7.4,7.93,8.16,7.41,7.82,6.0,5.03
Zambia,11.68,15.27,13.54,10.06,9.32,8.49,8.84,7.58,6.81,6.89,7.46,11.99
Philippines,23.53,30.21,35.32,33.1,34.99,34.39,33.52,28.89,30.62,35.1,31.52,28.1
Belize,6.94,7.88,7.76,7.91,8.57,8.6,10.37,13.88,15.11,14.96,13.74,12.74
Netherlands,11.94,13.07,12.89,10.68,13.32,12.01,13.77,19.65,20.42,21.94,22.38,21.85
Sri Lanka,16.59,17.64,11.34,11.85,14.09,15.13,16.9,21.53,20.25,21.21,27.02,30.69
Argentina,5.38,5.44,5.79,5.71,5.93,5.8,8.51,10.83,7.63,7.22,6.21,6.95
Finland,18.96,19.98,24.42,27.38,27.57,30.98,32.01,32.43,32.64,35.1,36.31,33.45
Lithuania,,,,,,,21.4,28.3,40.78,42.08,40.51,32.46
Angola,9.65,13.24,7.05,11.77,21.78,23.62,11.34,10.89,13.96,16.03,18.46,20.5
Ethiopia,,,,,,,0.1,0.21,0.16,0.18,0.32,0.47
Burkina Faso,1.3,1.47,1.21,1.38,1.52,1.96,1.75,2.38,1.88,3.54,6.72,7.3
Jordan,1.69,1.23,2.14,2.92,4.0,3.44,3.72,4.38,4.96,6.56,5.52,5.73
Chile,12.48,13.53,13.68,15.14,15.19,16.46,17.09,13.68,14.09,14.5,12.92,11.52
Gabon,24.52,22.96,26.94,37.89,42.28,37.43,39.16,48.95,38.06,32.61,35.46,32.21
Estonia,,,,,,,22.92,17.77,16.15,14.73,14.14,13.99
