Country,1947-1954,1955-1962,1963-1970,1971-1978,1979-1986,1987-1994,1995-2002,2003-2010,2011-2018
Rwanda,,80.12,53.17,159.06,568.38,551.12,493.48,532.18,894.27
Andorra,,,,,,407.77,491.38,541.34,475.86
Georgia,3211.37,8336.36,15478.14,22359.55,27295.49,21144.38,3953.81,5397.15,9202.23
Eritrea,,,,,,707.41,681.81,592.53,663.77
Kazakhstan,54874.34,93862.17,130500.02,187820.93,228613.04,234736.29,137875.83,199520.94,261918.68
Belize,25.67,39.88,99.01,170.97,187.02,325.45,383.66,466.17,547.02
Mexico,33083.67,54474.92,87136.84,165113.85,279158.92,330539.17,380763.12,466584.81,486549.71
Montserrat,,3.67,7.33,16.5,22.0,29.79,31.17,43.55,41.34
Vanuatu,,40.34,56.38,55.92,64.63,61.88,82.05,85.72,136.26
Azerbaijan,11777.33,20438.93,28951.9,41857.29,51187.15,52045.28,30341.41,33089.37,35974.79
Ecuador,984.13,1402.69,2776.77,6690.73,17098.29,18166.86,22126.04,31309.52,39841.15
Serbia,,15454.35,22553.71,37725.78,50785.42,48042.58,46072.65,53955.64,44322.46
Botswana,,,,365.13,1042.34,2290.04,3340.18,4136.99,5874.14
Afghanistan,82.51,367.53,1095.93,1955.22,2507.71,2222.17,996.32,3347.31,9575.02
Grenada,10.27,16.04,32.09,47.67,58.67,108.63,179.22,234.23,266.16
Sri Lanka,1793.9,2071.22,3028.73,3175.51,3997.51,4305.33,8502.8,12129.93,19235.65
Uganda,163.55,346.39,836.93,1102.91,611.51,787.42,1247.3,2590.85,4822.6
Malaysia,,4214.99,9485.69,20058.49,33293.5,64668.3,123579.96,186209.99,236395.28
Puerto Rico,,,,,,,,,
Nepal,32.27,65.09,214.06,326.58,564.97,1129.61,2740.27,3262.27,7274.99
South Africa,64493.36,94608.74,131372.6,183830.11,281033.9,326775.77,371532.93,456165.23,468711.48
