Country,1800-1860,1861-1920,1921-1980,1981-2040,2041-2100
Cambodia,912.98,993.77,1374.43,3624.17,17837.43
Sweden,2162.11,4301.54,16379.56,46728.72,74616.79
Denmark,3146.44,6173.93,17935.31,52582.77,79669.86
Dominica,703.82,1009.25,1942.48,10813.16,32451.1
Botswana,488.85,585.21,1135.01,13296.83,39117.69
Indonesia,1183.18,1506.6,2167.54,10090.66,37822.59
Maldives,1203.23,1259.62,2643.6,17652.51,50986.63
Uganda,728.52,959.74,1396.85,1953.27,7946.51
Namibia,935.64,2220.1,5667.76,8908.52,26106.25
Liberia,1336.72,1836.56,3198.06,1875.79,4170.33
Burundi,680.68,719.89,880.01,922.51,1713.75
Finland,1969.67,3227.23,12083.52,44032.7,72996.06
Afghanistan,617.02,812.69,1579.3,1556.56,3334.78
Lebanon,1694.13,2692.34,7543.45,13583.0,33086.56
Dominican Republic,813.13,968.64,2718.59,14884.77,48125.48
Samoa,2098.01,2560.63,3959.79,5350.57,16624.92
Spain,2360.18,3595.07,8721.31,36535.25,66568.3
Paraguay,1340.48,2739.41,4126.38,12037.31,36762.62
Somalia,1018.39,1082.08,1432.51,1116.16,2806.2
Gabon,628.47,898.91,6072.75,15371.78,34686.78
Bosnia and Herzegovina,1318.98,1839.78,2597.37,11728.85,42547.91
Tuvalu,1076.62,1311.95,2094.37,4062.58,14871.95
Peru,1305.81,1872.82,5539.56,10497.26,33667.24
Mongolia,613.42,613.42,1359.13,9044.65,33534.62
Türkiye,1456.0,1786.31,4314.36,24510.5,62813.8
Iceland,1679.95,3373.72,13598.63,48587.55,76097.83
Brunei Darussalam,2265.36,2752.02,60461.37,73605.68,79805.04
