Country,1947-1958,1959-1970,1971-1982,1983-1994,1995-2006,2007-2018
Argentina,658255530.42,1232574135.47,2226222349.67,3507111088.51,5045334056.01,7082847823.64
Guyana,1923545.22,9104549.83,26645033.17,44284525.5,61072662.67,81066133.02
Iraq,140170158.25,242576504.07,578974933.73,1120055294.89,1947337953.42,3255862820.13
Qatar,1946810.3,23537740.39,129010060.64,284939259.99,633722012.81,1394532181.11
Suriname,1395497.22,6959966.0,25966829.71,48490203.86,72229755.55,95033066.12
Malawi,,2541560.67,8430430.19,15746845.44,25659351.98,37676221.22
Eritrea,,,,777084.38,5365081.05,12640997.8
Gibraltar,400925.33,975727.58,1819137.58,2677826.75,5677127.17,9701506.88
Lithuania,89469286.95,220643542.09,483620199.24,853308515.47,1095340793.78,1260606593.56
El Salvador,1976920.44,9748742.82,29018869.06,55154614.76,108394219.74,184478922.36
Uzbekistan,451642145.54,970087288.39,1891258782.15,3184473486.59,4558319535.23,5945200615.86
North Macedonia,,29424340.52,123647257.32,272286776.19,412936754.4,531708579.86
Malta,1343751.78,5227614.08,13387605.83,29336811.35,57248975.12,87373926.0
French Polynesia,115510.5,641419.42,2925349.25,7857769.83,13913820.33,22724926.26
Zambia,,25742900.14,73583480.43,111901279.79,139119063.25,169754078.81
Turks and Caicos Islands,,,,97542.2,611777.83,2355123.04
Ethiopia,680061.82,5486113.27,21695069.87,45044077.9,81989197.07,159408364.6
Equatorial Guinea,94119.67,413759.83,983978.33,1859474.58,14558906.75,91757623.1
Burkina Faso,3667.0,499934.33,2619765.92,8413931.5,17454617.77,38134616.91
