Country,1966-1975,1976-1985,1986-1995,1996-2005,2006-2014,2015-2023
Eritrea,,,962850000.0,3811419950.0,6263364333.33,
Greece,184897900.0,1616085100.0,9044160900.0,28101716500.0,45322472666.67,38208600333.33
Bermuda,,,,,881827000.0,870333250.0
Lebanon,,,1237579675630.0,4450333932460.0,7202729565466.67,20244319526555.56
Romania,,,332605000.0,18635060000.0,80403222222.22,178720566666.67
Botswana,19830000.0,228410000.0,2005385000.0,7167304740.0,27764252466.67,57744503766.67
Argentina,0.47,81.76,12823590837.33,42871343140.0,325834686944.44,7205854072300.0
Poland,,,65188000000.0,134778800000.0,263930222222.22,436770555555.56
Chile,763550500.2,160968702252.2,1357672159542.0,5517095958450.0,13650705035000.0,30981165560966.67
Ireland,666552000.0,3256772200.0,7074967400.0,17989215900.0,32331367777.78,45226863666.67
New Zealand,1337292333.33,5159600000.0,13666200000.0,21756700000.0,39447666666.67,61285250000.0
Uruguay,266600.0,19488470.0,4205325700.0,34312423400.0,115033040277.78,218087161500.0
Gabon,21059999900.0,162149991000.0,242965550000.0,481348100000.0,1021649317822.22,1218024742855.56
Somalia,408270000.0,3991789077.33,,,5844569542700.0,14239870557633.34
Czechia,,,235932972666.67,506334800000.0,789911000000.0,1149853666666.67
nld_curacao,,,,674600000.0,812455555.56,848875000.0
