Country,1950-1975,1976-2000,2001-2025,2026-2050,2051-2075,2076-2100
Mauritania,38423.12,92769.92,195760.52,446359.32,1154162.8,2441862.2
"Venezuela, Bolivarian Republic of",368375.27,1121692.64,2800317.8,5688127.12,8668988.32,11548349.2
Western Sahara,1871.15,6980.36,34290.24,114422.24,216430.8,300514.08
Lao People's Democratic Republic,109666.42,221081.84,420306.08,998361.88,2097604.92,2871389.12
"Moldova, Republic of",315291.65,571068.24,591798.72,668450.8,790654.0,791998.28
Bermuda,4053.12,7308.56,13933.32,23280.0,20342.68,17560.8
"Korea, Republic of",1480989.88,3261387.04,9191124.44,19275432.64,20226919.12,14765194.84
Benin,233057.96,282337.16,512207.64,1209474.88,2812126.32,5689728.72
Comoros,12334.96,25202.52,43933.6,95222.24,198590.28,318048.96
South Africa,1028655.5,2202716.48,4271141.4,8709021.44,14659752.28,18397379.16
Czechia,1497219.12,1811638.52,2444854.96,3183320.72,3267279.84,3462641.76
Maldives,4525.81,10290.72,27864.6,107259.44,224262.72,205837.64
Trinidad and Tobago,51358.15,89392.56,184657.52,382339.16,477345.0,437530.04
Azerbaijan,317056.31,536609.48,930144.36,2199215.48,3133541.92,3239302.6
Tokelau,129.08,157.36,216.92,357.24,538.32,791.56
Tonga,3542.88,6488.8,9037.68,14016.24,21347.72,32209.6
Liechtenstein,2096.19,3706.44,7979.76,14668.64,16012.24,16487.08
South Sudan,143244.46,204129.4,417389.76,979562.96,1889672.2,3831967.64
Macao,14923.54,32228.96,85889.6,240901.04,362124.64,380555.08
Spain,4035981.15,7059248.0,10950252.2,17191518.8,17601960.48,14857074.76
Mauritius,38063.92,83096.16,179232.4,337636.6,404294.72,370171.68
Puerto Rico,204172.69,447363.84,812775.0,1073681.64,1061950.88,857039.16
Qatar,2855.58,8928.16,50060.8,316680.8,627492.0,717199.48
Armenia,178260.54,309017.16,469426.48,663694.4,829540.48,756546.24
