Country,1800-1850,1851-1900,1901-1950,1951-2000,2001-2050,2051-2100
Costa Rica,162.02,273.96,449.88,1868.46,11160.04,33401.38
Liberia,813.45,922.38,1139.38,1557.28,1195.04,3514.0
Tuvalu,692.53,811.94,1058.94,1939.86,3803.56,10598.12
Namibia,249.88,505.38,1073.66,2285.94,4576.74,13666.32
Senegal,217.57,272.52,456.3,826.42,1770.04,5296.02
Fiji,290.53,340.06,578.42,1747.6,4180.12,12337.08
"Venezuela, Bolivarian Republic of",212.18,323.38,1170.94,5280.86,8346.9,20576.4
Bosnia and Herzegovina,469.75,595.4,797.62,1765.58,11515.98,34816.58
Comoros,1444.31,1520.44,1597.9,2792.72,2751.2,7080.82
Azerbaijan,507.63,675.26,1169.98,3904.18,5453.8,15510.58
Netherlands,1640.75,2134.72,2946.16,9075.58,23529.74,65511.5
North Macedonia,268.27,397.94,687.88,2508.16,5789.44,16924.22
United States,1418.67,2650.5,5872.4,15245.72,30541.06,85038.72
Portugal,637.16,697.42,1051.98,4890.66,12545.72,34642.3
Czechia,712.24,1025.18,1938.28,5487.42,13660.16,39564.02
Colombia,468.24,528.26,986.68,2506.34,6676.14,19507.14
Cyprus,269.86,470.16,821.98,3778.52,19210.46,57235.86
"Micronesia, Federated States of",376.43,388.44,543.68,1567.56,2362.16,6188.28
