Country,1960-1967,1968-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Georgia,9.19,11.07,9.89,8.62,8.29,9.23,8.29,6.41,7.07
Armenia,10.92,13.76,11.42,9.26,9.32,10.77,9.55,7.06,7.39
Hungary,9.23,7.83,6.76,8.07,7.82,6.63,6.1,5.29,5.3
Puerto Rico,12.75,12.04,11.43,10.27,9.57,8.55,8.16,7.01,5.71
Afghanistan,11.13,11.58,12.1,12.85,12.83,12.79,13.8,14.12,13.2
Viet Nam,11.38,13.33,12.32,12.05,12.18,11.89,10.12,8.06,7.77
Ireland,10.15,10.07,10.19,10.17,10.04,8.29,6.76,6.87,7.24
Guyana,13.39,14.25,14.26,12.68,11.48,10.88,11.86,10.72,9.75
Peru,11.97,12.29,12.43,12.53,12.09,11.6,10.47,9.31,9.26
Mongolia,9.5,12.64,13.17,12.7,12.24,13.0,10.67,8.32,9.07
El Salvador,12.51,13.1,13.61,13.03,13.07,12.23,12.8,11.75,9.77
Finland,10.71,9.07,8.14,6.72,6.82,6.53,6.37,5.62,5.78
Côte d'Ivoire,10.36,10.64,10.72,11.4,12.73,12.07,12.33,12.74,12.67
Andorra,8.6,10.53,7.69,7.57,6.04,4.92,5.09,5.65,5.38
Mali,11.11,11.17,11.47,12.16,13.18,13.28,12.47,12.76,13.42
Palau,14.54,14.71,14.3,12.23,9.22,7.87,8.57,6.79,6.8
Sweden,7.61,6.78,7.33,6.79,5.94,6.5,6.5,5.46,6.03
nld_curacao,12.2,13.81,12.6,9.83,9.15,9.56,8.97,8.07,6.98
Chile,11.77,11.97,11.54,10.47,9.53,9.36,8.77,7.19,6.45
Yemen,11.34,11.42,12.18,12.85,13.66,14.55,14.41,12.77,12.36
Lebanon,12.14,13.04,12.59,11.91,11.6,11.29,10.04,8.66,9.97
Qatar,8.97,8.67,8.75,5.83,5.84,5.58,3.98,2.69,3.09
Mozambique,11.86,12.54,12.58,13.23,12.57,12.56,12.8,13.09,12.96
