Country,1970-1977,1978-1985,1986-1993,1994-2001,2002-2008,2009-2015,2016-2022
Niger,14717000.0,86738570.31,390169454.76,656842750.0,676110857.14,442084428.57,1431138000.0
Kenya,146922625.0,699081638.18,1870626627.64,2324178875.0,2790064714.29,3704475857.14,7630311000.0
"Moldova, Republic of",,,28112000.0,204208387.76,388254285.71,528031428.57,755887428.57
"Iran, Islamic Republic of",,447855166.67,184490000.0,398954250.0,494819571.43,659313571.43,187244571.43
Georgia,,,,227097000.0,727053142.86,1588400285.71,1971584285.71
Tajikistan,,,,102075500.0,298668714.29,359193428.57,341334571.43
Albania,,,14837000.0,210922500.0,680418285.71,947926000.0,1294179714.29
Saint Vincent and the Grenadines,,549210.0,5445613.0,7875125.0,16668714.29,29304142.86,99783857.14
Sri Lanka,55638000.0,225571390.19,915518810.0,1568988625.0,2148322285.71,2704758142.86,3388478000.0
Bulgaria,,,123589333.33,625962500.0,1330889000.0,1179616571.43,767682428.57
Panama,44116125.0,190509750.0,414050875.0,239861250.0,241006142.86,588338142.86,1228361600.0
Serbia,448232625.0,1548155125.0,2362305875.0,1150851875.0,2670267571.43,2540704857.14,2688075142.86
Eritrea,,,,54207000.0,371706285.71,467132000.0,433455285.71
Burundi,4641500.0,67260035.35,359698710.62,585821375.0,766951857.14,162828000.0,137704714.29
Myanmar,22668500.0,228034918.99,663848459.99,735759000.0,765281571.43,809715571.43,1436135857.14
Angola,,,6936333.33,153579125.0,325035142.86,491771142.86,1729491285.71
Timor-Leste,,,,,,4298333.33,38650000.0
Chad,8434000.0,36397500.0,162663687.29,456904125.0,871340285.71,740028571.43,175758000.0
Afghanistan,,,,,393405666.67,413803142.86,339699857.14
North Macedonia,,,151058000.0,263392000.0,575145000.0,692209428.57,719845428.57
Gambia,2979000.0,21379562.95,93515634.34,165842250.0,207305142.86,61560714.29,111547857.14
Guinea,60201750.0,109232467.75,412855902.06,927380479.82,1236062714.29,627491791.43,442615714.29
Kazakhstan,,,0.0,715978250.0,815519142.86,2444511857.14,3847403857.14
Jordan,23897875.0,133899500.0,543031125.0,833594625.0,977984285.71,1187353000.0,2856097000.0
Bhutan,,284407.1,13014546.08,24180250.0,67003285.71,152740285.71,284397000.0
Djibouti,,2150069.45,28075429.42,48157375.0,124202285.71,147228714.29,174434571.43
Sierra Leone,15203875.0,48199672.72,98624161.36,289339875.0,413699428.57,199604571.43,356374285.71
