Country,1800-1835,1836-1871,1872-1907,1908-1943,1944-1979,1980-2015
South Africa,70662.22,97978.61,174591.67,374269.44,756377.78,1088250.0
Rwanda,46214.72,55892.78,71438.89,92921.94,164241.67,326583.33
Papua New Guinea,33471.39,40403.61,50582.22,63381.94,92031.39,173080.56
Singapore,1245.03,2311.33,3706.03,18703.06,50868.61,49786.39
Hungary,148475.0,200691.67,277322.22,235494.44,172905.56,110775.83
Costa Rica,3004.28,5111.36,10968.97,23440.83,54280.28,76358.33
Montenegro,5397.03,6774.22,8694.11,10947.5,12625.83,9108.53
Uruguay,2576.72,7527.25,25359.72,39463.61,53842.5,53709.72
Saudi Arabia,99654.44,106475.0,117075.0,133766.67,229186.11,569161.11
Luxembourg,4397.5,5211.53,6109.94,5323.72,4571.28,5165.78
Bahrain,3112.78,3112.03,3460.17,4399.72,7359.83,15521.94
Philippines,98380.28,159930.56,265283.33,508863.89,1219052.78,2156333.33
"Congo, The Democratic Republic of the",221194.44,269536.11,340877.78,440316.67,781727.78,2152638.89
Libya,27004.17,31732.5,39495.56,48968.89,84533.61,127369.44
El Salvador,10762.78,16196.94,28056.11,62386.11,133660.83,141900.0
Antigua and Barbuda,1296.33,1252.53,1175.97,1130.72,1733.78,1393.86
Solomon Islands,2579.11,2903.53,3137.89,3402.03,5770.19,14147.22
Hong Kong,823.92,2203.06,8961.42,33350.28,90328.06,67116.67
Algeria,129933.33,163136.11,217597.22,321880.56,589383.33,789494.44
United Arab Emirates,1918.0,1923.97,2157.08,2795.83,8079.39,58824.72
India,7292083.33,8290861.11,10340222.22,13017777.78,19625833.33,27065833.33
Azerbaijan,50314.44,66291.39,91108.89,112038.89,145700.0,175544.44
Thailand,208397.22,236250.0,301608.33,524822.22,1153530.56,964244.44
Sudan,189794.44,213702.78,222616.67,237719.44,396375.0,1021052.78
Ethiopia,153761.11,235622.22,386919.44,645600.0,1174022.22,2615111.11
Cameroon,73144.72,79924.44,88987.78,114051.11,256319.44,633008.33
