Country,1965-1970,1971-1976,1977-1982,1983-1992,1993-1998,1999-2003,2004-2008,2009-2013,2014-2018,2019-2023
Georgia,,,,,31.65,28.95,26.28,26.27,34.56,31.67
Sao Tome and Principe,,,,,,97.01,94.24,91.11,87.68,93.51
Rwanda,,,,,60.32,49.37,57.51,46.1,40.26,30.22
Switzerland,5.71,4.74,3.55,3.23,2.9,2.53,2.71,3.19,3.0,2.8
New Caledonia,,0.34,0.47,1.28,,5.22,2.46,1.68,1.5,
Malawi,91.13,92.32,93.27,94.11,88.31,87.29,82.41,78.36,84.44,89.51
Tuvalu,,,78.57,97.91,,9.26,3.22,,,
Haiti,51.71,48.31,41.09,16.61,22.71,,,,,
Gambia,99.79,99.51,98.39,,70.43,89.6,91.22,79.9,75.68,58.07
Germany,2.68,4.14,5.31,5.27,5.16,4.46,4.49,5.69,5.61,5.7
Iceland,89.61,78.33,78.35,76.96,77.05,65.41,50.98,43.79,44.58,45.71
Timor-Leste,,,,,,,97.64,30.49,76.73,14.07
Jamaica,,23.72,16.79,24.38,23.52,23.17,17.47,23.43,22.56,29.51
Uruguay,48.06,48.74,40.15,41.91,45.26,48.46,55.15,63.55,62.44,66.77
Norway,15.27,11.86,8.23,6.56,8.46,6.82,5.02,6.65,10.59,10.3
Fiji,95.35,95.23,95.03,83.57,53.51,45.63,60.66,58.52,60.5,61.83
Finland,3.91,4.1,3.48,3.05,2.85,1.91,1.99,2.73,2.51,2.72
Samoa,93.26,87.34,93.17,95.35,,24.87,19.23,27.28,48.67,67.34
France,16.53,17.18,15.75,16.27,14.26,11.37,10.93,12.55,12.52,13.36
Greece,55.06,34.97,29.44,31.15,28.8,23.9,20.29,19.23,19.73,19.0
