Country,1970-1975,1976-1981,1982-1987,1988-1993,1994-1998,1999-2003,2004-2008,2009-2013,2014-2018,2019-2023
Gabon,1798787899730.69,3448122959304.38,3434809597695.94,2836277269530.32,3119955672268.58,3649432837811.05,4896196860974.33,6572818171529.99,8140357198640.41,15005274957878.16
Botswana,8292705880.45,11271365626.3,17700113916.43,41282792091.6,53548558518.62,70531737068.6,89369906363.46,118002912497.64,154876925585.4,177362552338.17
North Macedonia,,,,270866560689.7,232996969367.82,265646800345.51,327401770281.68,375613727341.34,446641934567.59,498748378780.17
Niger,,,,2322408302223.84,2546805353243.53,2925422865156.49,3527576255962.99,4562059841732.57,6081375684839.95,7859560555582.78
Comoros,,153619033837.22,181742431245.71,199889977060.99,209504806510.35,247284981247.9,280828612202.51,325693381507.58,383959797213.03,422699948072.43
Eswatini,6218443949.52,7499149730.74,10376045131.03,18073864241.22,23019839737.78,23824229194.13,28447919032.45,35533252109.84,43890185608.83,49750398749.65
American Samoa,,,,,,717699220.06,628173075.27,637695559.21,595659834.24,611647994.77
Germany,1358811865200.85,1583079533262.73,1735091873088.57,2109579466539.8,2356073053980.13,2551525912982.14,2697617921250.49,2798580028116.81,3099213723923.61,3213659189500.36
Timor-Leste,,,,,,899161077.13,938154753.92,1331821727.93,1596529405.44,2554603072.1
Kuwait,,,,,,,,41166060446.87,32816431651.59,34409563876.2
Afghanistan,,,,,,,,,,1158695062432.13
Canada,648229873103.57,824068654221.02,940671700703.45,1093664812578.75,1220031655024.35,1468956312104.62,1750350146830.99,1873139159891.98,2051378972743.8,2240974281666.69
Central African Republic,,,,,,,,779935422502.22,590163101808.84,776566697595.71
Viet Nam,,,,738768651336932.0,1111776918377961.2,1496136175853006.0,2072026316006381.5,2959037637852393.0,4267733175722929.5,5478327432014135.0
Dominican Republic,281562405009.07,358649348015.16,458747128925.57,630926862928.7,851812204673.39,1095014633100.9,1342055184268.87,1671243285968.83,2220946579234.97,2726430129683.87
Latvia,,,,,11935576631.64,15212742879.61,22975287827.79,21970002822.94,25652794068.42,29175392875.87
Peru,128908637335.94,154020327875.95,167576682722.83,151550673761.45,189104334100.05,206436274773.45,288564466430.12,419069518900.43,507123598776.17,565319737689.54
