Country,1977-1981,1982-1986,1987-1991,1992-1996,1997-2001,2002-2005,2006-2009,2010-2013,2014-2017,2018-2021
Botswana,118399020.94,226386613.67,1030302193.03,986945338.18,1532893461.93,1506640329.34,2005260907.09,2338110501.1,1972729342.2,670850325.4
China,,63873614196.48,92748295057.68,177241772602.97,271027422406.11,543395844327.63,1343968332636.28,2198921431635.91,2465120191821.51,2806327917301.01
Mauritania,-54783206.44,-42568701.12,122834096.27,287675542.99,158952542.69,,,2054071586.92,1194052114.27,2436664619.74
Mexico,25660929221.42,16965832197.32,12581964811.57,31180220257.81,53947196193.67,49519927549.95,83644315810.88,81386372317.68,66094725024.69,64043938255.18
Belize,,86868700.39,208605549.94,221400535.99,144153547.51,58106916.4,180809383.52,146086431.96,180084607.62,150508760.79
North Macedonia,,,,-375541769.86,-305948127.13,-225572005.26,-120110271.28,689017705.94,1439163052.02,1792377112.94
Morocco,1975598991.6,2670083074.52,5077401319.8,5587403202.62,7100767083.86,12359178610.09,19865403214.87,18314211070.8,20939617038.27,23654829767.24
Ukraine,,,,3034756128.24,594584253.17,4864504920.81,4296621363.25,-3612121004.85,4115700027.64,-381710042.21
Zimbabwe,-41510862.78,-189234403.03,-227176479.82,-567573663.42,,,-1501014230.03,-2120792991.27,-2514968547.47,2044955135.66
Croatia,,,,-430707625.96,193255567.52,931943060.48,2346099831.75,565789005.2,3385550584.17,4595898398.32
Belarus,,,,1165567534.31,1131377434.45,2513695585.71,7338494726.38,10000802105.28,7827259564.53,8118922756.47
Türkiye,11968344610.09,11963547089.15,8590685083.16,6305228934.89,15150554092.12,21435920156.07,53488556261.04,74461821287.66,91867966115.34,98936708139.34
Namibia,,,567429615.11,662067166.06,568119349.7,933301846.34,1323834834.81,692443563.84,468834701.85,89672331.86
Finland,5068990977.67,5648990801.95,7863643048.81,1630516604.47,16039661923.1,21176863539.63,24302205966.38,8402043105.02,6787164022.59,15132129353.27
Kiribati,13328268.9,15453800.19,23580499.9,42724586.82,,,-2652628.92,20346718.08,99390057.12,103210866.29
Samoa,,,,,,,,,189875593.66,221653740.03
Eritrea,,,,163529717.66,63865813.43,,,,,
Guyana,15359348.16,-51454322.89,,85240320.36,70422065.04,87962554.71,,,,
