Country,2000-2003,2004-2007,2008-2011,2012-2015,2016-2018,2019-2021
Hong Kong,63.25,62.75,68.0,66.33,64.67,73.67
"Korea, Democratic People's Republic of",87.0,89.0,91.0,91.25,83.0,86.33
Burundi,79.5,75.5,86.25,90.75,93.0,94.67
Palau,72.67,89.0,77.0,82.75,81.67,96.67
Jordan,88.0,84.0,87.25,87.75,70.67,84.33
Benin,79.5,85.5,88.5,89.0,87.33,89.67
Andorra,87.5,87.25,93.5,85.75,91.67,86.67
Tajikistan,68.5,75.25,87.0,87.25,89.67,91.33
Eritrea,80.75,87.75,83.0,89.25,92.0,92.33
Pakistan,77.0,84.5,90.5,92.5,93.33,93.67
Myanmar,81.25,83.0,86.0,87.5,87.67,87.33
Grenada,75.0,83.5,67.0,93.33,72.33,61.0
Albania,87.67,82.5,88.75,88.75,87.67,89.0
Argentina,58.0,54.5,43.75,51.5,55.0,47.0
Israel,85.75,84.75,84.5,84.25,81.33,83.67
Ghana,58.0,68.0,83.5,84.75,84.67,85.67
Jamaica,49.0,51.0,51.25,45.75,24.0,64.0
France,,,,,29.67,28.67
Lao People's Democratic Republic,76.5,90.0,91.75,87.75,87.67,88.67
Rwanda,62.0,77.0,81.75,85.5,86.0,87.67
Canada,39.5,64.5,75.0,81.75,78.67,79.0
Oman,91.25,92.0,97.75,94.25,51.33,55.0
Bhutan,89.75,85.25,91.25,91.25,94.33,94.0
Cayman Islands,70.0,0.0,58.33,87.67,100.0,100.0
Sint Maarten (Dutch part),,,100.0,100.0,90.0,100.0
Czechia,73.75,73.0,70.75,72.25,68.33,70.33
Zimbabwe,68.25,64.75,75.25,80.75,82.67,87.33
Türkiye,70.5,87.75,90.0,87.0,86.0,81.33
Algeria,87.5,89.75,90.5,89.75,88.0,88.33
