Country,1960-1970,1971-1981,1982-1992,1993-2003,2004-2013,2014-2023
Afghanistan,5.8,5.38,4.66,4.29,4.56,4.77
Lithuania,7.05,7.33,6.84,7.98,7.23,6.88
Antigua and Barbuda,3.9,2.8,4.82,7.87,7.86,7.36
Turkmenistan,5.92,5.46,4.79,6.69,6.57,6.84
Guyana,4.71,4.15,5.39,6.81,6.82,5.99
Serbia,8.39,7.97,7.65,6.91,7.24,7.65
Croatia,7.66,7.37,7.74,7.77,6.94,7.21
Germany,6.57,8.06,7.02,8.75,7.19,6.43
"Korea, Republic of",4.96,6.14,6.79,9.2,8.67,7.7
Russian Federation,8.06,7.45,7.57,8.6,7.36,8.59
Singapore,5.43,5.66,8.42,10.56,8.97,7.92
Malawi,5.28,5.35,4.78,4.63,4.57,5.54
Cabo Verde,4.48,3.3,2.66,4.65,5.94,7.71
Grenada,3.78,3.42,4.86,7.05,6.14,7.16
Azerbaijan,5.99,5.53,4.6,8.06,7.08,7.73
Netherlands,6.26,6.4,8.15,8.33,7.39,6.08
Kiribati,5.32,4.93,5.36,6.17,5.72,6.15
"Virgin Islands, U.S.",6.37,6.96,7.14,6.99,6.34,5.77
Finland,6.64,6.62,8.91,7.75,6.47,6.71
Trinidad and Tobago,4.95,4.82,6.66,8.07,7.29,8.94
Georgia,8.01,7.06,6.26,7.55,6.61,7.14
Belize,4.72,3.86,4.3,5.63,6.22,6.82
Guinea-Bissau,6.56,4.21,4.35,4.03,4.86,6.04
"Bolivia, Plurinational State of",5.45,5.34,5.41,5.59,6.05,6.7
Kuwait,7.87,7.05,9.27,10.73,11.99,12.33
Aruba,5.13,6.18,8.26,9.28,7.7,6.26
Armenia,7.21,6.42,5.83,8.08,5.97,6.92
Ghana,5.64,4.84,4.53,5.0,5.37,6.71
