Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2015,2016-2017,2018-2019
chanisl,81.2,81.82,81.7,81.37,80.27,80.24,79.89,79.89,79.94,79.81,79.71
Cyprus,80.67,80.59,79.75,79.23,79.07,79.68,78.09,77.7,77.26,76.67,78.84
Paraguay,88.42,88.55,88.77,88.88,87.97,87.26,87.39,86.25,85.94,87.12,87.88
Egypt,75.45,75.43,74.28,75.7,75.98,76.9,78.43,79.54,78.39,75.39,75.22
Iceland,86.93,87.58,88.58,90.91,89.83,89.82,87.94,87.05,89.98,91.4,89.34
France,75.21,74.48,74.93,75.04,75.26,74.8,74.75,74.99,75.15,75.52,75.67
Namibia,65.51,64.88,62.84,63.71,63.9,63.93,64.16,64.81,66.69,66.46,64.01
"Bolivia, Plurinational State of",83.38,83.4,83.61,83.43,84.06,84.33,83.57,82.51,82.78,80.9,82.65
Benin,89.59,87.82,84.83,81.37,78.19,76.1,73.88,73.93,73.64,73.49,73.24
Jamaica,81.46,80.56,80.37,79.83,78.7,77.09,75.34,74.21,74.84,76.25,76.56
Gabon,60.89,60.74,60.22,60.1,59.63,59.43,59.94,60.25,61.2,62.57,63.69
Qatar,93.98,94.34,93.93,92.99,93.27,93.37,95.31,94.9,95.3,95.07,95.26
Sao Tome and Principe,79.95,77.69,75.79,74.95,75.22,76.39,77.86,78.5,78.31,77.59,76.47
Angola,80.3,80.5,80.11,79.69,79.29,78.97,79.05,79.33,79.37,79.34,79.12
"Tanzania, United Republic of",91.02,90.85,90.62,90.35,90.49,90.65,90.09,89.3,88.63,88.4,88.06
Costa Rica,86.31,86.15,85.47,85.02,84.51,84.62,82.82,81.85,82.03,80.82,83.44
Brazil,86.35,85.1,82.95,82.09,81.71,81.76,81.47,80.8,80.69,80.22,80.08
South Africa,75.12,73.8,71.76,69.65,67.84,66.76,65.05,63.53,64.99,66.19,66.25
Lao People's Democratic Republic,84.66,84.37,83.93,83.35,82.64,81.91,81.61,81.81,82.12,82.18,82.24
Mali,82.43,82.13,82.0,81.91,82.29,82.85,83.46,84.04,83.54,83.26,82.93
Chad,79.68,79.95,80.18,80.33,80.26,79.8,79.39,78.78,78.09,77.74,77.2
Syrian Arab Republic,85.59,84.52,85.19,82.99,80.64,77.88,76.05,76.08,76.56,77.05,77.74
Poland,76.14,74.13,71.55,70.42,70.03,70.23,71.65,73.45,75.0,76.5,77.76
Kuwait,81.58,83.66,83.71,83.25,82.81,83.36,84.6,86.7,87.88,88.39,88.7
Argentina,82.48,81.53,81.17,81.41,81.71,81.56,80.74,80.6,79.74,79.66,79.59
Nicaragua,86.1,86.37,87.22,87.05,84.75,82.44,83.72,85.35,86.27,86.06,86.72
"Congo, The Democratic Republic of the",71.28,72.21,72.56,72.78,72.95,72.09,69.64,67.32,66.86,66.76,66.41
Cabo Verde,86.86,85.03,82.59,79.5,76.63,74.52,73.47,72.36,71.32,70.32,69.96
Zimbabwe,91.77,90.8,89.62,88.07,88.63,88.79,89.04,89.37,89.78,89.93,89.66
