Country,1960-1966,1967-1973,1974-1979,1980-1985,1986-1991,1992-1997,1998-2003,2004-2009,2010-2015,2016-2021
Peru,101778569.9,253474286.76,328266672.77,560303339.64,604099995.93,554764989.22,628198333.74,486521662.39,300149996.44,338533327.58
United Arab Emirates,4862857.26,18068571.47,26260000.39,8418333.47,39266666.09,-8289999.84,,,,
Liberia,228315714.15,84581429.07,114241666.16,261478332.52,162004999.8,153448333.74,102988335.29,625235010.78,851013356.53,658828338.62
Georgia,,,,,340000.0,245211667.38,347339998.88,537301656.09,580466669.72,638661656.7
Samoa,1386666.66,8277142.87,50181667.01,54336666.11,54330000.56,54536665.6,50879999.8,50104999.54,96433334.35,121393333.44
Kiribati,3104285.74,19010000.09,26813333.51,36726667.09,28386666.62,22539999.64,25685000.1,27046666.78,54401666.96,67096666.34
Mauritius,33444284.98,57597142.9,94444999.69,100276666.01,107101666.77,40034999.85,33431666.69,68151666.64,120600001.02,131756665.55
Turkmenistan,,,,,,33621667.07,53500000.64,32761666.62,31691667.24,28401666.64
"Congo, The Democratic Republic of the",911299987.79,641194292.34,850380015.06,904643330.89,1066668345.13,272583333.33,1646230021.16,2050451680.5,3197509969.08,2803071695.96
"Moldova, Republic of",,,,,,92110000.61,156150001.53,231544995.63,424974995.93,372288340.25
Botswana,73141428.27,134984286.72,185524998.98,247799997.97,237460004.17,140376667.02,66348333.99,228969995.5,109053332.01,88853332.52
Croatia,,,,,,88818001.13,126128331.5,174511667.89,127629997.25,
Central African Republic,58944286.05,122584286.28,166138328.55,266998334.25,313243334.45,200263334.91,116279997.51,176133337.66,336739997.86,645126678.47
Tunisia,547071424.21,609202867.78,737236663.82,521374994.91,511676671.35,257921660.11,355233337.4,392088333.13,730836659.75,903201649.98
Haiti,46014284.95,32570000.78,172313333.51,274951670.33,305649996.44,521491676.33,304520001.73,652456675.21,1512651672.36,950148325.6
Zambia,95764285.09,218574284.14,401004999.8,676975006.1,832443339.03,1277268351.24,923036651.61,1270714986.17,969329986.57,1024848327.64
Azerbaijan,,,,,300000.01,131604997.32,288848332.72,216250002.54,142138333.64,89733333.65
Nauru,,,40000.0,78333.33,265000.0,5046666.71,14050000.07,22974999.9,26101666.77,33146666.53
Côte d'Ivoire,150411426.77,301495714.46,362280003.87,368243331.91,689204991.66,1255279978.43,799179997.76,609593352.0,1307700012.21,1125543334.96
