Country,1967-1970,1973-1976,1977-1980,1981-1984,1985-1988,1989-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007
Australia,17.49,3.29,4.62,5.78,2.26,3.17,7.72,8.21,5.95,8.52,6.68
Germany,10.79,2.63,1.39,2.13,3.0,4.11,6.67,6.91,6.53,6.17,4.23
Sweden,32.14,1.17,1.48,2.81,2.53,5.52,9.05,9.31,12.17,11.68,6.1
Switzerland,30.07,4.67,4.79,4.4,5.27,4.97,11.85,2.9,0.41,1.47,1.96
Finland,,3.0,3.35,1.23,0.27,3.43,3.81,5.14,10.18,7.16,3.49
New Zealand,,1.43,1.02,0.48,0.78,9.32,2.6,13.75,4.36,7.68,2.67
Italy,96.34,1.03,1.9,2.67,3.26,3.39,5.08,5.32,12.38,13.73,4.95
Greece,,,,,,,7.35,3.96,4.75,7.67,4.97
Netherlands,,11.07,10.71,12.23,11.22,13.8,12.41,6.86,10.32,6.69,2.44
Ireland,,,,,8.63,5.51,11.71,7.28,9.68,4.1,5.51
Spain,,,,,,3.62,8.9,8.72,16.7,14.04,12.17
Norway,49.1,4.37,1.21,2.01,6.22,8.12,11.77,13.94,11.76,10.11,6.04
Austria,,1.44,,0.21,2.07,1.94,2.55,3.12,1.99,3.4,3.13
Belgium,37.61,6.6,7.49,5.22,4.43,0.55,3.26,8.27,7.75,6.72,9.7
United Kingdom,24.34,3.14,1.77,5.29,5.18,3.63,3.66,5.64,6.7,5.06,3.65
